cust_id,credit_actual_dt,credit_mat_dt,credit_lmt,credit_term,to_credit_lmt,to_credit_term
wdWCIVALcPrPpa,-54,3958,9750.0,4011,9250.0,1169.7777777777778
jd_5dd74f2355d47,175,3958,6125.0,3782,6125.0,1172.7142857142858
15915937738_p,-559,305,12500.0,863,12500.0,863.0
jd_427bf2d0a61d7,-500,3958,47500.0,4457,47500.0,4457.0
jd_7b3fca67b24be,-198,3958,21250.0,4155,21250.0,2328.5
675127942,-547,3958,46250.0,4504,46250.0,2537.0
jd_5898aac07f495,-609,3958,15000.0,4566,13214.285714285714,1956.7142857142858
935632184_m,-33,305,15500.0,337,15500.0,337.0
jd_59ce5d9778df4,322,3958,6250.0,3635,6250.0,3635.0
jd_5b23850e38814,289,3958,3125.0,3668,3125.0,3668.0
jd_5ec31cba86c46,-479,3958,25000.0,4436,25000.0,4436.0
15016987800,72,3958,36250.0,3885,36250.0,2667.3333333333335
jd_41a2a3e827a52,-58,3958,15375.0,4015,13200.0,1823.2
richmedia,-410,3958,38750.0,4367,38750.0,2540.5
头脑发热一下,-717,3958,37500.0,4674,37500.0,3456.3333333333335
hmingfeng,-381,3958,28750.0,4338,28750.0,1902.6666666666667
wdNTfzTpjDyERwk,-620,305,32500.0,924,32500.0,924.0
jd_5eb9da05743a6,-640,305,51250.0,944,51250.0,944.0
wdbiyNqIPcavGU,-593,305,37500.0,897,37500.0,897.0
jd_6bafb55e772c7,-695,3958,36250.0,4652,36250.0,2991.5454545454545
jd_7626c41a7ca8a,-274,3958,15000.0,4231,14218.75,1491.25
zoe6377,170,305,6875.0,134,6875.0,134.0
jd_5c74a9a35a304,-279,3958,47500.0,4236,47500.0,1104.857142857143
jd_7f1c831929393,158,305,15000.0,146,15000.0,146.0
jd_48c48e95b8bdd,206,3958,13500.0,3751,13500.0,1315.6666666666667
jd_7b9eee890ab34,0,305,14375.0,304,11750.0,304.0
jd_48e7328daa8cb,-301,305,31250.0,605,31250.0,605.0
jd_7ffb0e42c65f4,-355,305,22500.0,659,20833.333333333332,659.0
wdbsbvVDyfMyxt,-570,3958,36000.0,4527,35000.0,3918.1666666666665
jd_55e0ca178b52d,-561,3958,71250.0,4518,71250.0,1778.25
15989868976_p,203,3958,18750.0,3754,14062.5,1014.25
jun68640,-560,3958,71250.0,4517,71250.0,1594.6
jd_4d48036918a17,-235,3958,6500.0,4192,6500.0,2365.5
jd_7cd0e1b853d6d,-481,305,26250.0,785,26250.0,785.0
jd_69cb31c9eebca,-142,305,35000.0,446,32250.0,446.0
18829906748_p,-37,3958,8750.0,3994,8750.0,1558.6666666666667
jd_746a382ebb967,-114,3958,24000.0,4071,24000.0,2505.4285714285716
jd_6c9332803401f,245,3958,6250.0,3712,5000.0,1885.5
wdxFlSjkaDauSZ,-63,3958,38875.0,4020,38125.0,1584.6666666666667
jd_7423d021779ec,-318,305,14375.0,622,14375.0,622.0
jd_4e19130099302,238,305,13500.0,66,13500.0,66.0
163780857-193727,184,3958,12750.0,3773,8625.0,1489.875
jd_77424a83cee23,-692,305,25000.0,996,25000.0,996.0
xintjlisa2012,-62,3958,17500.0,4019,17500.0,1409.7142857142858
greenroom029,-58,305,13750.0,362,13750.0,362.0
jd_43224737a6438,-13,3958,9750.0,3970,8625.0,773.625
15034176517_p,94,3958,38875.0,3863,32218.75,2949.75
水8时代,229,3958,8750.0,3728,8750.0,1292.6666666666667
754055776-151221,-244,3958,25000.0,4201,22083.333333333332,1035.0666666666666
wdNuXLEvVJqjLsj,95,305,12500.0,209,12500.0,209.0
jd_65e51fd594e74,171,305,6500.0,133,6500.0,133.0
jd_475c2a86f367b,193,3958,8750.0,3764,7050.0,2302.8
961490398_m,-264,305,18750.0,568,18750.0,568.0
jd_60676914c806d,160,3958,6125.0,3797,6125.0,1970.5
jd_40d2b68f0bb7c,234,305,8750.0,70,8750.0,70.0
jd_5ee96002ceab5,237,305,27500.0,67,27500.0,67.0
jd_4e1a1ba83bfb6,257,3958,8750.0,3700,8750.0,1873.5
jd_6aa7b987e0cbc,182,3958,7500.0,3775,7500.0,1948.5
jd_5d6e76ba76195,-385,3958,27500.0,4342,24375.0,1602.25
15247618229yan,-157,3958,17500.0,4114,17500.0,2287.5
jd_4ddd1499c9e4b,-81,305,20000.0,385,19062.5,385.0
zilewang_m,-411,305,18750.0,715,18750.0,715.0
jd_62f4197179b2d,-41,3958,37500.0,3998,30357.14285714286,1910.5714285714287
jd_78c7b1c9568d9,261,305,13750.0,43,13750.0,43.0
jd_673fa4b5c59c8,49,305,6250.0,255,6250.0,255.0
jd_53074bceb8add,-462,3958,66250.0,4419,63750.0,3201.3333333333335
13757017359_p,-387,3958,39000.0,4344,31800.0,1421.6
jd_5ed21e5b67a63,-121,305,25000.0,425,25000.0,425.0
nillingxp_m,-922,3958,40125.0,4879,38541.666666666664,4391.933333333333
tommychow1993,-187,305,19250.0,491,15583.333333333334,491.0
luojun33442,142,3958,15250.0,3815,15250.0,1379.6666666666667
jd_5d37085541314,-58,3958,22500.0,4015,21538.46153846154,3453.0
jd_7ab920cf58c7c,-94,3958,37500.0,4051,37500.0,2528.9166666666665
jd_4a400fd964235,163,305,37500.0,141,37500.0,141.0
jd_7f7199692ae11,161,3958,13750.0,3796,11250.0,1969.5
erwahuang117,-74,3958,48750.0,4031,34583.333333333336,2813.3333333333335
wdzFEDctsCilYV,127,3958,6250.0,3830,6250.0,1394.6666666666667
15050855085_p,56,3958,43750.0,3901,43750.0,2683.3333333333335
13424300906_p,-317,3958,45000.0,4274,45000.0,1716.9
jd_7be4ab2de2e65,-366,3958,57500.0,4323,57500.0,1400.6
18523172607_p,165,305,13750.0,139,13750.0,139.0
13897298588_p,-328,3958,50750.0,4285,44950.0,2093.2
zhoumin850112,-40,3958,36250.0,3997,31093.75,1713.875
jd_61ed923889f8e,234,3958,8750.0,3723,8750.0,1531.2
heyanconnie,-470,305,13750.0,774,13750.0,774.0
jd_73bb247fe8d68,132,3958,10000.0,3825,10000.0,1998.5
jd_54d2bc8319876,227,305,7500.0,77,7500.0,77.0
jd_493bdeafdd5e0,-52,3958,14000.0,4009,11333.333333333334,1573.6666666666667
jd_762700aedcc39,-317,3958,22625.0,4274,22625.0,1990.875
杨林冬,-529,3958,110000.0,4486,110000.0,1876.7142857142858
jd_73a02f02fbb0a,48,3958,25500.0,3909,25500.0,2865.285714285714
jd_614c52d590243,-345,3958,23375.0,4302,20156.25,1562.25
jd_5398673cc1b04,175,3958,8750.0,3782,8750.0,1955.5
maersk002,-383,3958,30000.0,4340,33750.0,2513.5
jd_450ea7f7f0fc2,122,305,2500.0,182,2500.0,182.0
jd_4bc169b49baf8,-422,305,41250.0,726,37857.142857142855,726.0
jd_56a7f402d07c0,57,3958,9750.0,3900,9750.0,2438.8
jd_7f73c5a6043f3,-301,3958,56250.0,4258,56250.0,1822.6666666666667
13584273593_p,-705,3958,37750.0,4662,37750.0,2835.5
jd_5072b7cd396c9,179,3958,20000.0,3778,20000.0,1586.2
jd_650d8cf3e4833,-593,3958,35000.0,4550,35000.0,1373.4782608695652
wdNzbMWNKKepzhE,160,3958,6875.0,3797,6875.0,3797.0
jd_64855855b0d6d,-48,305,40000.0,352,40000.0,352.0
13824781998_p,156,305,13500.0,148,13500.0,148.0
wdNnQyABHujARFO,-444,305,18750.0,748,18750.0,748.0
wdpnkRgvesACMu,-292,3958,11250.0,4249,10795.454545454546,2588.5454545454545
jd_72f751c432b51,157,305,5000.0,147,5000.0,147.0
夙愿201405,217,305,6250.0,87,6250.0,87.0
13939314885_p,217,3958,13750.0,3740,13750.0,1304.6666666666667
wdCypCIqKuGMrY,-160,3958,14625.0,4117,13500.0,2899.3333333333335
IfOnly233,61,3958,6250.0,3896,6250.0,2069.5
jd_4e5a53e8b3b14,198,305,29000.0,106,17833.333333333332,106.0
wdCCjGbuAouzbc,215,305,13500.0,89,13500.0,89.0
398135532-985607,-628,305,18750.0,932,18750.0,932.0
jd_7dd8d184be4ad,240,3958,11375.0,3717,11375.0,2093.4444444444443
jd_6202bbd65ceed,-455,3958,9375.0,4412,7760.416666666667,1367.8333333333333
jd_595b958cddc8c,-16,3958,43375.0,3973,43050.0,685.3
jd_4987611bd85c8,69,3958,12250.0,3888,12250.0,2322.4285714285716
杨宇博9977,-113,3958,25000.0,4070,25000.0,3073.7272727272725
lrawyn,150,3958,11375.0,3807,10062.5,1980.5
jd_73998d7ed4011,111,3958,22000.0,3846,21647.058823529413,2126.9411764705883
yano123,164,3958,11250.0,3793,11250.0,1966.5
jd_55b66984aaa3c,-608,305,27500.0,912,27500.0,912.0
jd_587547574a067,-46,3958,44625.0,4003,39666.666666666664,2785.3333333333335
jd_46b309f3d258d,-284,305,27500.0,588,27500.0,588.0
wdmtuVygGxqWNI,182,3958,6125.0,3775,6125.0,3369.1111111111113
jd_5e9385c4f6332,49,3958,11250.0,3908,11250.0,1820.5714285714287
wdNewHyuLPLqZQf,-292,305,28750.0,596,28750.0,596.0
liangxinyi旖,-112,3958,23750.0,4069,23750.0,2764.3571428571427
best889,350,3958,27500.0,3607,27500.0,3607.0
18680687057_p,-301,3958,31250.0,4258,31250.0,4258.0
jd_60e4dd147a554,-59,3958,8750.0,4016,8750.0,1580.6666666666667
jd_76f3dbe6e4a7b,-129,3958,35375.0,4086,35375.0,4086.0
1542267812-233428,190,3958,6125.0,3767,6125.0,1027.25
jiangchunping86,43,3958,17250.0,3914,16428.571428571428,2348.4285714285716
jd_74b84ba2c6e71,243,305,17500.0,61,17500.0,61.0
13773176782_p,-663,3958,47500.0,4620,47500.0,3402.3333333333335
wdnvoJZuUAVrVr,-320,305,18750.0,624,18750.0,624.0
jd_4ce0209776a18,177,3958,10000.0,3780,9609.375,1268.5625
2067028686-434360,-620,305,21250.0,924,21250.0,924.0
野毛毛,-89,3958,13625.0,4046,13625.0,2584.8
jd_7ad6ef90c4df8,250,305,6250.0,54,6250.0,54.0
rain852,-518,3958,75000.0,4475,75000.0,1552.6
jd_73c74e64dc253,-681,305,22000.0,985,20718.75,985.0
zj静美女,-395,305,45000.0,699,45000.0,699.0
jd_697c093eb87e0,18,3958,20375.0,3939,16350.0,1747.2
naive,-109,305,11375.0,413,11375.0,413.0
jd4278,-77,3958,25000.0,4034,25000.0,1842.2
jd_4bc2f05c13b47,-136,3958,6250.0,4093,6250.0,2266.5
13250664096_p,-125,3958,17500.0,4082,17500.0,4082.0
jd_6f8be5e5bf055,234,3958,6750.0,3723,6750.0,3723.0
wdVNnVjqSzVAkb,350,3958,35000.0,3607,35000.0,3607.0
jd_66201b8eb640b,-771,3958,6250.0,4728,4687.5,4728.0
思余1111222,-447,3958,58750.0,4404,58750.0,3186.3333333333335
comeon19811981,-37,3958,9375.0,3994,9375.0,3994.0
jd_4929b7fecb94d,-218,3958,27500.0,4175,27500.0,941.8850574712644
jd_42239b523f8d6,-296,305,17500.0,600,17500.0,600.0
jd_78b3836043d8d,-200,3958,7500.0,4157,7500.0,2939.3333333333335
jd_667f7e0a72788,-492,3958,17500.0,4449,17500.0,3325.0
xiaokang87,104,305,12375.0,200,12375.0,200.0
jd_5e1d758a579eb,-48,305,6250.0,352,6250.0,352.0
wdWMbDGOEGxQrg,-51,3958,8250.0,4008,7250.0,1268.25
jd_540e1cd5d292d,261,3958,7500.0,3696,7500.0,2478.3333333333335
15267199710_p,-653,305,50000.0,957,50000.0,957.0
jd_436a35faf0f27,-42,3958,13125.0,3999,12031.25,2172.5
jd_72b2972c568eb,256,305,5000.0,48,5000.0,48.0
jd_60a5a0018aeaa,87,3958,6875.0,3870,6875.0,2956.75
dzk657996022,-1020,3958,57500.0,4977,57500.0,3150.5
jd_45107f5851976,63,3958,27500.0,3894,27500.0,1458.6666666666667
shenjazz,-507,3958,58125.0,4464,48437.5,2637.5
huxiaofei99168,-400,305,50000.0,704,50000.0,704.0
jd_7c87bdcad7ae8,181,3958,50000.0,3776,50000.0,3254.1428571428573
jd_7d9031dec048f,20,3958,11000.0,3937,11000.0,1014.6
Qo宁静致远oQ,-4,3958,23500.0,3961,17218.75,2134.5
jd_6d2770cdc045e,-69,305,12500.0,373,12500.0,373.0
changminhao,-223,3958,11875.0,4180,11875.0,1257.6
jd_6435b6024a88a,25,305,8125.0,279,8125.0,279.0
jd_7b50fcd36c27b,186,3958,6250.0,3771,6250.0,1114.2727272727273
qinjiekao,175,3958,13750.0,3782,13750.0,940.7777777777778
jd_44b8735e7c307,-42,3958,24375.0,3999,24375.0,2781.3333333333335
jd_49dc69b4d5a1e,-170,3958,26250.0,4127,26250.0,3213.75
18610115814_p,142,3958,17500.0,3815,17500.0,1988.5
yuwei5202010,-855,305,31875.0,1159,31875.0,1159.0
751784942_m,247,3958,16250.0,3710,12500.0,1883.5
jd_4ff7f7c5eb9ae,-284,305,18750.0,588,18750.0,588.0
姿吱吱,192,3958,30000.0,3765,30000.0,1416.642857142857
r13202076345,-121,3958,21250.0,4078,21250.0,1642.6666666666667
帅气的离别,-504,3958,50000.0,4461,46875.0,2634.5
colemankk,171,3958,49000.0,3786,45500.0,1046.25
jd_72011484274ac,-416,305,11250.0,720,11250.0,720.0
185229428_m,-756,3958,50000.0,4713,49553.57142857143,2625.5714285714284
wdYIsBtUNsmSWL,220,305,6750.0,84,6750.0,84.0
jd_54f2db84fcc01,139,3958,11125.0,3818,11125.0,2252.4285714285716
jd_4e348090955df,175,3958,13750.0,3782,11875.0,2412.125
jd_563875272a3fe,121,3958,21250.0,3836,15250.0,1644.2
hrfshua,188,3958,17500.0,3769,13750.0,1942.5
jd_5e4ec7c2dcd7d,307,3958,7500.0,3650,7500.0,3650.0
jd_5729949b4b5ee,232,305,8750.0,72,8750.0,72.0
wdNPQJbHnUVHkqz,-35,305,9750.0,339,8250.0,339.0
jd_7b75ec196a0ee,197,3958,5000.0,3760,5000.0,2542.3333333333335
wdMZfBiNcFZEfV,131,305,12500.0,173,10250.0,173.0
jd_71e36ade2b9af,-40,305,9750.0,344,9750.0,344.0
jd_5814a0164af4c,-386,305,8750.0,690,8750.0,690.0
huangtao509,-301,305,8750.0,605,8750.0,605.0
xiaopangniudiudiu,-70,305,37500.0,374,37500.0,374.0
18502003520_p,-297,3958,27500.0,4254,25227.272727272728,1597.2727272727273
jd_49b394c7ba6b2,-27,3958,43125.0,3984,43125.0,1244.25
jd_572ce401ccac3,-9,305,21250.0,313,21250.0,313.0
jd_4047a144f7a23,-669,3958,13000.0,4626,11000.0,2190.6666666666665
jd_5f0b5d44720c6,107,3958,8125.0,3850,8125.0,3328.1428571428573
jd_654ca1162c1ef,-394,305,54250.0,698,40159.09090909091,698.0
jd_61fa491dd7d98,-782,3958,12250.0,4739,10875.0,2303.6666666666665
lijinm8131818,238,3958,8750.0,3719,8750.0,3110.1666666666665
南方公园22,-179,3958,19250.0,4136,13985.0,1944.2
jd_4ec3ca4c460cf,47,3958,13000.0,3910,13000.0,987.6
wdNyrkQOWWlXkBK,178,3958,4500.0,3779,4500.0,856.6
jd_50606bc5d6cee,235,305,6750.0,69,6750.0,69.0
jd_7ae7c6f2c1d07,232,305,13750.0,72,13750.0,72.0
jd_51f6e3862249c,175,305,10000.0,129,10000.0,129.0
caixuxiang,-19,305,18750.0,323,18750.0,323.0
15133821486_p,-16,3958,13750.0,3973,12708.333333333334,3973.0
jd_5857b1236c8dd,-37,3958,11250.0,3994,8125.0,2167.5
stronglee0_m,-817,305,13750.0,1121,13750.0,1121.0
随风而行go,-604,305,43750.0,908,43750.0,908.0
15692776391_p,163,305,5000.0,141,5000.0,141.0
yu476746865,-476,305,15000.0,780,10375.0,780.0
wdMyLgKVNaplmL,-103,3958,18625.0,4060,18625.0,2842.3333333333335
jd_7aa63b4c18233,246,305,6250.0,58,6250.0,58.0
jd_674a08f4f5fa4,-319,305,40000.0,623,38750.0,623.0
jd_758e4c42965b4,-586,305,33750.0,890,33750.0,890.0
jd_45bc1d91c970f,-253,3958,15000.0,4210,15000.0,1351.1304347826087
18321559446_p,-943,3958,58750.0,4900,58750.0,3239.5454545454545
wdIAjoKxocgKHb,166,3958,3750.0,3791,3500.0,1599.2
jd_447f9c00d9f93,-131,3958,44625.0,4088,44625.0,3174.75
jd_5316cbd80d7cd,-231,3958,30375.0,4188,29538.46153846154,1940.0
jd_56632ba7b4eb1,23,3958,12500.0,3934,11718.75,737.625
jd_43d7167fe054f,223,3958,16250.0,3734,14375.0,2820.75
13366757958_p,-411,305,32500.0,715,32500.0,715.0
jd_6c9ce1840bf12,78,3958,25000.0,3879,25000.0,3879.0
jd_7a5e052f6402e,206,305,37500.0,98,37500.0,98.0
lw0129_m,75,305,36250.0,229,33125.0,229.0
jd_6644fe1fac7a6,93,3958,28500.0,3864,28500.0,2298.4285714285716
13484707840_p,-949,3958,28000.0,4906,25800.0,1983.6
jd_7bf150c80da75,-28,3958,20000.0,3985,20000.0,1793.2
17875071-586518,-37,305,17500.0,341,17500.0,341.0
jd_47f31de17d439,33,3958,12500.0,3924,10062.5,3924.0
jd_6c40e08f590ae,-92,3958,40000.0,4049,40000.0,1004.8333333333334
13628600312_p,-404,305,48750.0,708,48750.0,708.0
jd_65b0c32fd4bda,-468,305,37500.0,772,37500.0,772.0
dajun77777,-899,3958,42500.0,4856,42500.0,2344.5625
jd_687a2b393f6c4,115,3958,7000.0,3842,6942.307692307692,1032.0
13818706602_p,-303,3958,38625.0,4260,38475.0,2068.2
qitutaopao,-34,305,32250.0,338,32250.0,338.0
wdELoKZcHgMOEP,192,3958,20000.0,3765,20000.0,720.8333333333334
jd_521d61b7fc120,-208,305,50000.0,512,50000.0,512.0
805544511,-585,305,41250.0,889,41250.0,889.0
千年梦一回,234,3958,17500.0,3723,17500.0,3723.0
jd_50678595c89e4,-129,305,17875.0,433,17875.0,433.0
闵973421871,117,305,11125.0,187,11125.0,187.0
jd_7e5f3d6c21ed5,-51,3958,41250.0,4008,41250.0,3602.1111111111113
jd_65c3935a614a7,-296,3958,12500.0,4253,11323.529411764706,1029.764705882353
彬彬20120608,44,305,12500.0,260,12500.0,260.0
jd_6f365a6bcd978,-84,3958,43750.0,4041,43750.0,1301.25
jd_6123937720864,-583,3958,22500.0,4540,22500.0,1800.25
jd_62141db7faff4,200,3958,16250.0,3757,14062.5,1930.5
jd_44e8403e88351,-406,3958,16250.0,4363,16250.0,1521.7777777777778
jd_6cf826618dde5,60,305,29250.0,244,22750.0,244.0
coojackcoo,-50,305,15000.0,354,15000.0,354.0
黄金玲1990,-469,3958,33250.0,4426,30083.333333333332,3208.3333333333335
jd_77f3d4993d00d,-679,305,26250.0,983,26250.0,983.0
wdSoHRheLVcSPK,160,3958,13500.0,3797,13500.0,1970.5
jd_6a0c6609dcb2d,132,3958,11125.0,3825,11125.0,3825.0
jd_63eecd3cfe2da,-531,3958,17875.0,4488,16843.75,2661.5
331740896_m,37,3958,5625.0,3920,4687.5,1832.5714285714287
188373405-880308,-5,3958,20000.0,3962,17400.0,1770.2
jd_7890802fbb79d,-248,3958,47500.0,4205,47500.0,3291.75
diaohuan,-667,3958,63750.0,4624,63750.0,4624.0
wddyDweJcaeMeN,254,3958,31250.0,3703,31250.0,3703.0
jd_4854858fbcc17,-294,305,21250.0,598,21250.0,598.0
170265585-135794,163,3958,26250.0,3794,23750.0,1358.6666666666667
jd_4afc449ab0dbd,170,305,13000.0,134,6833.333333333333,134.0
胡其炜,180,3958,9625.0,3777,9625.0,2315.8
980432841_m,-504,305,35000.0,808,35000.0,808.0
jd_630c8d36da002,126,3958,6250.0,3831,5833.333333333333,3222.1666666666665
wdNzQAoIDQXbwjR,-653,3958,21250.0,4610,21250.0,2362.0
jd_6c5e2c5620d3c,154,305,12000.0,150,12000.0,150.0
linsi520,-469,3958,88750.0,4426,70000.0,1914.5625
15383162800_p,-669,305,28125.0,973,21875.0,973.0
放眼观天下,-668,305,13750.0,972,13125.0,972.0
jd_6fe5dc021f620,114,3958,11125.0,3843,11125.0,2016.5
jd_6a0d9b3a1557b,19,3958,53000.0,3938,32000.0,1198.25
jd_746756bb8e299,264,3958,3750.0,3693,3750.0,3693.0
jd_4c90fcdf6bf56,108,305,8625.0,196,8625.0,196.0
lys252792792,-320,305,18750.0,624,18750.0,624.0
yuanguidong520,-52,305,15000.0,356,13000.0,356.0
石兆琪15247351412,-128,305,9850.0,432,9850.0,432.0
男人是沧桑3,-141,3958,41250.0,4098,41250.0,1734.2941176470588
jd_5e34352c915bc,-91,3958,23750.0,4048,23750.0,2830.3333333333335
yixi0602,227,3958,5000.0,3730,5000.0,2512.3333333333335
jd_4fa58c83d1281,129,305,6250.0,175,6250.0,175.0
jd_44a95c60d19ac,-370,3958,35000.0,4327,30277.777777777777,2297.5555555555557
18925624499,-672,305,40000.0,976,40000.0,976.0
15566686061_p,186,3958,23750.0,3771,20511.363636363636,2276.590909090909
jd_49c0dcdfe8507,-519,3958,15000.0,4476,15000.0,2151.3636363636365
jd_GwCRVkfBYIAY,344,3958,25000.0,3613,25000.0,3613.0
18798020479pyy,-46,305,28250.0,350,22650.0,350.0
jd_6262514e34c2c,-45,3958,40000.0,4002,40000.0,1898.7575757575758
jd_FvjVyHUSWeNG,246,305,3750.0,58,3750.0,58.0
jd_66412c56c7fc6,-65,3958,13125.0,4022,8958.333333333334,977.8333333333334
jd_5787e8aa83d0e,-576,3958,36250.0,4533,36250.0,2503.5555555555557
jd_5ca47962b3bff,-151,3958,17000.0,4108,17000.0,1266.7777777777778
jd_5d21c7c29db1a,-241,305,27500.0,545,27500.0,545.0
wycmc198372,-297,3958,31250.0,4254,19531.25,3340.75
1055080877_m,-313,3958,24375.0,4270,22125.0,2443.5
jd_480fe3626f42d,214,3958,31250.0,3743,28750.0,2525.3333333333335
jd_74dc1b418f22b,120,3958,6125.0,3837,6125.0,2010.5
13822729569_p,-596,3958,40000.0,4553,40000.0,2361.2
胡自旋,113,3958,8750.0,3844,8750.0,2626.3333333333335
张辉模,-132,3958,24375.0,4089,19875.0,679.5333333333333
jd_4262d48f814cf,220,305,7500.0,84,7500.0,84.0
jd_51b3f8d7778e5,31,3958,42000.0,3926,39000.0,3012.75
cuiyushu,-601,305,32500.0,905,32500.0,905.0
jd_5f99bc8b32496,-49,305,8125.0,353,8125.0,353.0
jd_65760f7a94638,-165,3958,10125.0,4122,10125.0,3208.75
jd_45deabda32ec3,250,305,5000.0,54,5000.0,54.0
jd_73322814be045,-52,3958,9500.0,4009,9500.0,4009.0
jd_47d9740537635,24,3958,3750.0,3933,3750.0,2715.3333333333335
jd_738e2531d48f2,-45,3958,16250.0,4002,14861.111111111111,1566.6666666666667
jd_72c6a97f28e2b,-93,3958,52500.0,4050,52500.0,1310.25
jd_5a5071759ad16,-122,3958,8000.0,4079,8000.0,2513.4285714285716
jd_4c09e4fb22905,-134,3958,20000.0,4091,20000.0,1046.8333333333333
jd_4695555037543,-350,3958,37500.0,4307,37500.0,3576.4
jd_7b99b39dc0ff9,363,3958,6250.0,3594,6250.0,3594.0
jd_61f78dbdd41d2,-137,3958,16250.0,4094,16250.0,3363.4
jd_6ee5414a4ce41,-348,3958,35750.0,4305,28678.571428571428,1173.857142857143
jd_XevaTSGGFHwV,348,3958,3750.0,3609,3750.0,3609.0
jd_73c19266fcc6a,-464,305,48750.0,768,34821.42857142857,768.0
u_4493490f07cd4,-216,305,33000.0,520,27312.5,520.0
小开同志,-549,3958,31250.0,4506,31250.0,2983.9166666666665
yj1121121126,-705,3958,22500.0,4662,22500.0,2835.5
a123456b175,259,3958,12500.0,3698,12500.0,1262.6666666666667
18905627367_p,179,3958,11875.0,3778,11875.0,1951.5
jd_4aa82ad478527,15,3958,8750.0,3942,8750.0,2115.5
jd_453ed6837b48e,322,3958,3750.0,3635,3750.0,3635.0
15287111804_p,-853,305,48750.0,1157,48750.0,1157.0
jd_45b583f8185c4,60,305,7500.0,244,7500.0,244.0
jd_587dc69b08053,100,305,7500.0,204,7500.0,204.0
jd_50b5713cab5ac,-352,3958,20000.0,4309,17916.666666666668,1873.6666666666667
jd_4ae5438d9c257,-347,305,82500.0,651,82500.0,651.0
brian1228,-81,3958,22000.0,4038,22000.0,4038.0
jd_501f3af6166cf,105,3958,14625.0,3852,14625.0,2634.3333333333335
jd_lwQzSfBfAWBY,224,3958,5000.0,3733,5000.0,1906.5
jd_577d8076f5102,194,305,32500.0,110,28593.75,110.0
jd_70c20c8c6b44d,318,3958,25000.0,3639,25000.0,3639.0
jd_4f669663e7ff8,-468,3958,61250.0,4425,61250.0,1989.6666666666667
jd_5d84073959578,277,3958,16500.0,3680,16500.0,3680.0
fx3318,371,3958,20000.0,3586,20000.0,3586.0
252209111,-651,3958,56250.0,4608,56250.0,2416.2
yueminhou,-1038,305,51250.0,1342,51250.0,1342.0
米好好,-315,3958,22500.0,4272,22500.0,4272.0
jd_4da020d972e4f,219,305,8750.0,85,8750.0,85.0
jd_4b06da5a135f6,226,3958,27500.0,3731,27500.0,1904.5
22559665-883278,-66,3958,62500.0,4023,62500.0,3730.76
43808759-795038,54,3958,15750.0,3903,11083.333333333334,1467.6666666666667
余接华,-318,3958,32000.0,4275,34666.666666666664,3057.3333333333335
jd_52f5815cf62f9,54,3958,9375.0,3903,8333.333333333334,1467.6666666666667
jd_5375339519fbf,-85,3958,29250.0,4042,27000.0,1606.6666666666667
虎牙2214,-163,3958,28750.0,4120,28750.0,2293.5
wdNkOerwDDDRqfU,136,3958,6250.0,3821,6250.0,3821.0
13341439626_p,-424,305,41250.0,728,41250.0,728.0
张杰19881201,15,3958,8750.0,3942,8750.0,2115.5
hyj734613955,-11,305,23750.0,315,23750.0,315.0
wym520ok,-73,3958,28750.0,4030,28750.0,985.8333333333334
jd_7ede6aee1d64d,23,305,10000.0,281,10000.0,281.0
wdAASTlZcEhzVS,240,305,7500.0,64,7500.0,64.0
jd_5e3992eac38b7,251,3958,20000.0,3706,20000.0,1879.5
jd_67666ea44d5c3,-210,3958,27500.0,4167,27500.0,1244.6
信宜郑锦华,-836,3958,66250.0,4793,66250.0,2357.6666666666665
jd_46713fc16691c,-644,3958,38250.0,4601,38076.92307692308,2072.0
jd_4f253ca19c401,-431,3958,42250.0,4388,36550.0,3657.4
jd_709fec8896df9,-297,305,8750.0,601,8750.0,601.0
jd_5eade758c592a,220,3958,6125.0,3737,6125.0,1301.6666666666667
wdnkaOwYkBrizs,181,3958,8750.0,3776,8750.0,3776.0
jd_53915e4321c50,12,3958,21625.0,3945,16951.923076923078,854.0
jd_79a107c0b1e28,-694,3958,31250.0,4651,31250.0,2294.2258064516127
19303092-53939994,59,3958,22875.0,3898,21350.0,2071.5
conne,-530,3958,31250.0,4487,31250.0,3117.125
jd_723bb8d80f38e,187,3958,6125.0,3770,6125.0,3770.0
jd_41b4d732fd0fc,-92,305,23750.0,396,20625.0,396.0
d418354484,-215,3958,62500.0,4172,62500.0,4172.0
jd_6204f6aa48f00,242,305,5000.0,62,5000.0,62.0
jd_5557bbbb07f41,-306,3958,30625.0,4263,28906.25,2436.5
jd_5961245247b78,239,3958,6250.0,3718,6250.0,2500.3333333333335
jd_4a885ea329ecf,96,3958,6500.0,3861,6500.0,2034.5
jd_5fab39fb74e79,105,305,6250.0,199,6250.0,199.0
jd_580a75e1eb9e5,16,305,6250.0,288,6250.0,288.0
jd_53286d38139d6,-60,3958,22500.0,4017,21458.333333333332,2190.5
jd_49d4895f68896,-297,305,23750.0,601,23750.0,601.0
jd_7706a9261a3d9,-431,305,37500.0,735,37500.0,735.0
赵俊胜788,-767,305,6250.0,1071,6250.0,1071.0
18758305119_p,234,305,6250.0,70,6250.0,70.0
652633394_m,-431,3958,36750.0,4388,28451.923076923078,1578.0
jd_7c23e4655736f,218,305,6250.0,86,6250.0,86.0
jd_64df14f6bf85f,96,3958,6750.0,3861,6750.0,2034.5
