cust_id,typeCT,debt
jd_5ca47962b3bff,0,0.0
snakewh,0,0.0
wdwgEmyCzOZOFB,0,0.0
jd_48371869101e7,0,0.0
mazihan20121104,0,0.0
gouzhaof33,0,0.0
jd_760952f7238d9,0,0.0
天天好心情191,0,0.0
权家二少,0,0.0
jd_7769740f6a586,0,0.0
jd_53010532d9d60,0,0.0
高宇哥哥a,0,0.0
jd_7b0e93ac88244,0,0.0
jd_57f037c06fbab,0,0.0
jd_54a9a53d839e1,2,0.0
songxy69,1,0.0
信宜郑锦华,0,0.0
13923640402_p,0,0.0
2008大虎子,0,0.0
jd_530deadf5067b,0,0.0
jd_7b8fb2ba08ec4,0,0.0
jd_5d35673e7053e,0,0.0
96184995-465668,0,0.0
jd_78c36dc0ecee4,0,0.0
物是人非情在,0,0.0
wdSoHRheLVcSPK,0,0.0
jd_6b11a09c90cb1,1,0.0
149926093-768253,0,0.0
曦惜兮xi,0,0.0
jd_40e0bd0fcb0dd,0,0.0
jd_4eb5d54454d82,0,0.0
jd_71cc135c4a052,0,0.0
qiao970939480,0,0.0
jd_6b7ee35312584,0,0.0
305648571-927414,0,0.0
桃涛京东tao,1,0.0
折纸大湿,0,-3812.0
jd_706398bc09940,0,0.0
CAICM123,0,0.0
455535031_m,0,0.0
jd_4f1707fc887b9,0,0.0
jd_79a107c0b1e28,1,0.0
wdNHUYebyuyAzwj,0,0.0
jd_5570d87784308,0,0.0
jd_471634eef8d41,0,0.0
jd_784e31e2c662f,0,0.0
jd_6d2b31a3463fe,0,0.0
jd_531c7ed1bd48c,0,0.0
wdsHBXABYrxyFL,0,-7859.0
jd_4705be0976f14,0,0.0
sun404702806,0,0.0
jd_52c22c533f804,0,0.0
15713687206_p,0,0.0
jd_7531087eeaec2,0,0.0
冰水凝霜,0,0.0
jd_7998af02384c6,0,0.0
linminqi123,0,0.0
jd_7cab4d38c2362,0,0.0
jd_68be41f1687c5,0,0.0
jd_475ac4035e063,0,0.0
quan780223,0,0.0
wdNsWpwsYOmuZGS,0,0.0
jd_7c296ea48a02f,0,0.0
18553203005_p,0,0.0
wdnwQNobfcIOuU,0,0.0
18260896789_p,0,0.0
jd_6ced069bf7b66,0,0.0
jd_5b63ac9f95308,0,0.0
18792840612_p,1,0.0
jd_625b669aeb7a6,0,0.0
jd_525a4c43bf3c5,0,0.0
jd_5edc1c4e9ce56,0,0.0
13883150513_p,0,0.0
jd_4c6da08045ad2,0,0.0
jd_56c0392232a73,0,0.0
jd_7c0f5be7b21e7,0,0.0
jd_7b0a6ef605790,0,0.0
jd_68a566fc26e51,0,0.0
jiangzhongyuan2007,0,0.0
jd_43b6d2f75f7e3,0,0.0
jd_582ae4a517827,0,0.0
282973638-450438,0,0.0
zxcvvv99,0,0.0
jd_foSXsekmyRQv,0,0.0
shengxing561,0,0.0
jd_434bcc20ad320,0,0.0
jd_7fc7dded78ea6,0,0.0
yuan008com,0,0.0
yao65563076,0,0.0
jd_6b1c62128085d,0,0.0
紫色锝,0,0.0
824650892_m,1,0.0
jd_7187198acad52,0,0.0
wdOFOmkhnZFVqB,0,0.0
jd_6eb48a78ee150,0,0.0
jd_440699980474c,0,0.0
jd_66fcde3664151,0,0.0
jd_7689dc929d28c,0,-28.0
jd_71d702dd21d84,0,0.0
18611005042_p,0,0.0
jd_5500db700e69a,0,0.0
wonfeiyn,0,0.0
jd_41af62026e4e6,0,-1687.0
jd_63cae5c9d95e4,0,0.0
wdLfMarqTrGAAL,0,0.0
15842685669_p,0,0.0
jd_4d32a767e95ad,0,0.0
jd_4ce093da4fd9f,0,0.0
jd_5c450eac37a50,0,0.0
jd_4664e876755de,0,0.0
3263142-928101,0,0.0
jd_48c48e95b8bdd,0,0.0
jd_6e5dd26ab9370,0,0.0
jd_6fe5dc021f620,0,0.0
jd_bf75726a2aee9,0,0.0
zzg870616,0,0.0
13857555540_p,0,0.0
xingwang916,0,0.0
bczhaozhiwei,0,0.0
jd_659bfae7f5ca4,0,0.0
jd_49f6216719a3e,0,0.0
13424300906_p,0,0.0
hwh1290063449,0,0.0
qitutaopao,0,0.0
jd_746756bb8e299,1,0.0
13415614171_p,1,0.0
jd_631b52b443ac0,0,0.0
jd_438d30472550c,0,0.0
yahui860201,0,0.0
252209111,0,0.0
wdcPWORWzYvJfe,0,0.0
jd_44def89e5e91a,0,0.0
ctrxexe_m,0,0.0
zhaoyun451553,0,0.0
jd_60d51b3866d43,0,0.0
好运相伴889,1,0.0
jd_743e48139a380,0,0.0
jd_5e5ab3891952a,0,0.0
细心品味人生,0,0.0
sunhujie,0,0.0
bayberry629,6,0.0
jd_73446f46b5f38,0,0.0
jd_5f2fff1faf95e,0,0.0
jd_OXWzgWFcVtzS,1,0.0
jd_53ef84b5dd679,0,0.0
walson_wu,0,0.0
770711631,0,0.0
py101314,0,0.0
海员9321,0,0.0
jd_7e5b76b680095,0,0.0
jd_545140e5b370c,0,0.0
zhm52177,0,0.0
jd_7d1bb69fd69f4,0,0.0
jd_427bf2d0a61d7,0,0.0
sunpanpan0_mkz,0,0.0
三青木木,0,0.0
90800356-987715,0,0.0
15189119344_p,0,0.0
jd_7464971cb1d5a,0,0.0
6039038-139903,0,0.0
13188202287_p,0,0.0
18867804992_p,0,0.0
13828417541_p,0,0.0
jd_vontHffDcOFK,1,0.0
jd_6dd9247367958,0,0.0
15801077627_p,0,0.0
蒋学文武,0,0.0
jd_62340eefc82d8,0,0.0
jd_79693d393ee29,0,0.0
jd_43ec58130bec0,0,0.0
zhoufang289847148,0,0.0
15060132930_p,0,0.0
jd_5c3852447d5c5,0,0.0
wdAASTlZcEhzVS,0,0.0
18821952611_p,0,0.0
jd_7999f018a92ad,0,0.0
jd_7289669fb1e2c,0,0.0
jd_4c9493126bda8,0,0.0
1210763-55068211,0,0.0
23410475-158473,0,0.0
jd_6b0c5c435d42c,0,0.0
ccwww2008,0,0.0
15247618229yan,0,0.0
130744514-893324,0,0.0
jd_51cb65ca32a1e,0,0.0
jd_74d66b31d3f9a,0,0.0
y81999507,1,0.0
u_70a1a38393032,0,0.0
13650377103_p,0,0.0
jd_5266f1f79c4de,0,0.0
jd_6b35a8d6fd02a,0,0.0
jd_4da98f7f413a6,0,0.0
jiangxiaoyi358560543,0,0.0
w13730471969,0,-124383.0
jd_7336cca7bb917,0,0.0
18600815406,0,0.0
jd_5d10fdeded2b0,0,0.0
jd_438b708d88e36,0,0.0
GeniusRyo,0,0.0
jd_6bee3bf3e4379,0,0.0
jd_44693576a5c25,0,0.0
jd_4d8b11ef9d8ae,2,0.0
下一刻傻笑,0,0.0
wdmdPfkcJIDxRN,0,0.0
jd_4decf0ce517af,0,0.0
582124645_m,0,0.0
caixuxiang,0,0.0
jd_5a40a5cf55aaa,0,0.0
jd_78bd33811c1fa,0,0.0
wymbh,0,0.0
jd_4a5e56fc2a440,0,0.0
jd_714aacaedf782,0,0.0
jd_697c0a63f8944,0,0.0
唐苛妍,0,0.0
wdNkSeYSoQGJken,0,0.0
jd_5c0a4e4793535,0,0.0
jd_49db92406a4c8,0,0.0
225499149-821442,0,0.0
jd_5e686c5eeb431,0,0.0
13718967916_p,0,0.0
jd_524693c3eb8b6,2,0.0
jd_65dc8b5e4ac4d,0,0.0
12霞520,0,0.0
淼森自动化,0,0.0
marlboro108,1,0.0
abc13525756926,0,0.0
15172517715_p,0,0.0
jd_49dad06a52598,0,0.0
jd_660e858bae2e5,0,0.0
jd_GUIdLqZHARNe,2,0.0
wdjEfTaAgWITpL,2,0.0
pz79697009,0,0.0
jd_7379590202ac6,0,0.0
jd_5d82df00761ad,0,0.0
18977215800_p,0,0.0
vistadream,0,0.0
1135324812,0,0.0
a46911,0,0.0
jd_56bc191e8fa20,0,0.0
jd_5bb9aff24364a,0,0.0
jd_7a996330731f0,5,0.0
jd_6bc0476cfcfc6,0,0.0
jd_603d6f6d3f568,0,0.0
jd_7b7e303692f66,0,0.0
13852752524_p,0,0.0
jd_44770254de912,5,0.0
imzirui,0,0.0
jd_57e5ae99186cb,0,0.0
wdKZvtUiygqBUw,0,0.0
18810756960_p,0,0.0
wdzzshVGqdiMIG,0,0.0
jd_4678d19bea200,0,0.0
13117074131_p,0,0.0
jd_70477fd53f6fd,0,0.0
jd_511c281d0e357,0,0.0
jd_4960bd0866691,0,0.0
lht493055150,6,0.0
王俐4760,0,0.0
wdJRfVcNMwAOrk,0,0.0
jd_5e72af1a82176,0,0.0
zhsound,3,0.0
jd_42fe69e01d411,0,0.0
jd_5f4811b496a2c,0,0.0
yuwei5202010,0,0.0
七月918,0,0.0
jd_4d00be90f154f,0,0.0
金桥王玲玲,0,0.0
smily1984a,0,0.0
cycwzm,0,0.0
wdgKJMMOFaTFmw,0,0.0
18696858700_p,0,0.0
jd_432e0415f7f14,0,0.0
yama317,0,0.0
jd_76a286011dd08,0,0.0
jd_7dc8d707a9299,0,0.0
wdckmBndqwRJji,0,0.0
jd_759e90973de0e,0,0.0
jd_64855855b0d6d,0,0.0
nick103,0,0.0
jd_40615e01a089b,0,0.0
fx3318,0,0.0
wdOXGKyYPCtZKU,0,0.0
zyx5548,0,0.0
jd_72cd76a2bb680,0,0.0
jd_6c22aec765626,0,0.0
Husky_Yo,0,0.0
jackdong93,2,0.0
jd_53c0af2e9bc21,1,0.0
qb8972,0,0.0
jd_5ac974923b056,0,0.0
jd_7108b12e44af7,0,0.0
空灵袖,0,0.0
jd_64dcc3e4bf222,0,0.0
wdoaMAigZKfdPI,0,0.0
H18318917951,0,0.0
jd_4c5650420c34c,0,0.0
叫我雷锋侠,0,0.0
jd_6127126d1507d,0,0.0
mmzgkc,0,0.0
176363674_m,0,0.0
15108476549_p,0,0.0
jd_4a1f0af650158,0,0.0
kevin_liuzhen,0,0.0
cmz铭哲,0,0.0
zjxfy2011,0,0.0
错过了丶就没了,3,0.0
w18825033891,0,0.0
ok1649947209,0,0.0
jd_60aea42328da3,0,0.0
qiuruihao,0,0.0
jd_4e131ed01204b,2,0.0
jd_73bd0b12db4da,0,0.0
jd_424709e74aa9c,0,0.0
chenenhao983,0,0.0
jd_647a23fe2bb2f,0,0.0
jd_706e4dd340478,1,0.0
jd_7a3c3c7fd94d8,0,0.0
liucun12138,0,0.0
jd_489323796aced,0,0.0
jd_4be8afa49850e,0,0.0
jd_5cd82f9f2b72d,0,0.0
chrissiegao,0,0.0
jd_653373d398caa,0,0.0
wdNzlirDZuMdXGj,0,0.0
jd_7cc9e38c0b7aa,0,0.0
jd_6217899d765d6,0,0.0
Monga090817,0,0.0
戒骄戒躁_,0,0.0
吴徳利,0,0.0
ljb8331901,0,0.0
jd_6a320fef5352b,2,0.0
13946678288_p,0,0.0
jd_7cfc855d8c4bd,0,0.0
jd_62ce07225d336,0,0.0
jd_4906a619586dc,0,0.0
jd_65e4f40e117bf,0,0.0
jd_60580d08e321d,2,0.0
zhoubo871600,0,0.0
jd_6a31422338304,0,0.0
jd_787441371c395,0,0.0
jd_42cc77a1e6abf,0,0.0
2015流云飞雨,0,0.0
jd_nagFjWNIKrps,0,0.0
jing977,0,0.0
wdusbYwpJvlFFF,0,0.0
jd_5e3ceb1f91afe,0,-471.0
jd_65c8cd1cea35c,0,0.0
13058548774_p,0,0.0
桃枝瓶,0,0.0
jd_7a2119c75ce48,0,0.0
ll846498,0,0.0
jd_689b6caba2f7a,0,0.0
吴保球,0,0.0
jd_70f8c98b609f0,0,0.0
jd_5fe613e1dd794,0,0.0
jd_7db48fe045f8a,1,0.0
忧郁琴声,0,0.0
jd_54bbcd7c9bf05,0,0.0
jd_6ca0307ff61cd,0,-825.0
jd_5c87ca9b8e49d,0,0.0
wdtxoGIqPaJwwE,0,0.0
张岳磊,0,0.0
jd_6afb29c0744ca,0,0.0
jd_43528998e1e52,0,0.0
jd_60613f38ed358,0,0.0
15017048666_p,0,0.0
jd_5990d1c0f962b,0,0.0
jd_6ed51b548c801,0,0.0
jd_4588d88566268,0,0.0
6156263-78125460,0,0.0
wddFZxoIKcNGqb,0,0.0
225907415-218310,0,0.0
朱鸿凯0306,0,0.0
jd_4411dc6124e0a,0,0.0
15986609110_p,0,0.0
dongdyz,0,-12500.0
18728380320_p,0,0.0
wxty2001,0,0.0
jd_71f3dcdecc31c,0,0.0
jd_6cac58012477c,0,0.0
jd_6633112559863,0,0.0
jd_762938c79e41f,1,0.0
jd_43faa651dc7ef,0,0.0
jd_6051ced3d8cc5,0,0.0
jd_41b4d732fd0fc,0,0.0
jd_6fa7d03fde220,0,0.0
jd_76a3cf8553573,1,0.0
jd_640e3c000e9d1,0,0.0
jd_4fe3751a9b2ad,0,0.0
jd_797037791f8e9,0,0.0
jd_6df0bb52ab58c,0,0.0
14144576-598482,0,0.0
jd_6dcaab8ba953c,0,0.0
天下一买客,0,0.0
964166584_m,0,0.0
13730769330_p,2,-12705.0
18218383275_p,0,0.0
18295739666_p,0,0.0
爱家1991,1,0.0
CAOCHENG955,0,0.0
jd_47ab459db8f1c,0,0.0
jd_5961245247b78,0,0.0
101010584-801845,0,0.0
jd_4dce22d3803ea,0,0.0
454952880-380121,0,0.0
ZXBH4661,0,0.0
jd_67a495ff279c9,0,0.0
jd_464154cc654f5,0,0.0
jd_4c01fdf80e674,0,0.0
yu476746865,0,0.0
yyy5402223,0,0.0
13434798249_p,0,0.0
jd_6f924931070de,1,0.0
jd_50e1c63544758,0,0.0
jd_46d60fbfe0701,0,0.0
温111,0,0.0
1463679133-843533,7,-2486.0
jd_620ac5bd808e2,0,0.0
1987lqs,1,0.0
死亡制裁者,0,0.0
13730268470,0,0.0
张13530971355,2,0.0
13240295888_p,0,0.0
jd_5677b3330cbea,1,0.0
jd_555a7502801d0,0,0.0
jd_56a457efb4eab,0,0.0
jd_76e78f15485ba,0,0.0
jd_qtecHNhRvAmx,0,0.0
18321137556_p,0,0.0
xiaobinghui,1,0.0
wdROQZDwXpRGQg,0,0.0
15702468067_p,0,0.0
吊着的幽兰,0,0.0
jd_7a5c7436e213e,1,0.0
jd_4bcde2facc368,0,0.0
1007081987,0,0.0
jd_6759387ba730f,0,0.0
jd_6c5e9dbdea0fb,0,0.0
jd_6d515d4a0e481,0,0.0
jd_44f2aec3a114e,0,0.0
513159599_m,1,0.0
jd_413fc91cc6b87,0,0.0
a251294320,0,0.0
adkald,0,0.0
liwen987516,0,0.0
jd_67b0dd0358256,0,0.0
jd_5bffb8865b0ff,0,0.0
zengwenqin2012,0,0.0
jd_42bb61dd2ed5c,0,0.0
jd_4778c29446b48,0,0.0
jd_71edbc2c8d706,0,0.0
331740896_m,2,0.0
jd_563e48ddfbb7b,0,0.0
jd_53915e4321c50,0,0.0
jd_44ea179993ae6,0,0.0
zhg894012532,0,0.0
stone_520,0,0.0
圣西罗神,0,0.0
11857208-159962,0,0.0
jd_5148dd083e30a,1,0.0
jd_743c7fb58c664,0,0.0
wdDuSIWyKWAJdZ,2,0.0
jd_78aefac5d847c,0,0.0
18028759962,0,0.0
jd_643826c5381c6,0,0.0
wdNZctmqeGTGvtz,0,0.0
jd_51f6e3862249c,0,0.0
ding15055138218,0,0.0
wdFRQVOQFDQQzA,0,0.0
jd_50411e9cfdc54,0,0.0
chenchen-cc,0,0.0
62289545-139215,0,0.0
liangxinyi旖,6,0.0
1076652921_m,0,0.0
suhaojika,0,0.0
jd_49b5296af85a6,0,0.0
jd_587dc69b08053,0,0.0
灿烂花会开,0,0.0
jd_4518ab9a37e7e,0,0.0
15902694208_p,2,0.0
jd_4d20978d854a4,0,0.0
jd_4834eaeaa778b,0,0.0
阴天的泪水,0,0.0
bamuthwu,0,0.0
xylijiang,0,0.0
wdnTQUtRBSvBzQ,0,0.0
aq805463012,0,0.0
wdNmWiuAPTNeVwS,0,0.0
jd_688e0c2ac1d78,0,0.0
大鲨鱼--,0,0.0
13415060576_p,0,0.0
jd_6856e858f3e3b,0,0.0
jd_6e016782ff7a7,0,0.0
jd_6435b6024a88a,0,0.0
wdCvzBRbycQmTs,0,0.0
wdNOcUpnOBUROKk,0,0.0
jd_595985765054d,0,0.0
jd_659c4a795a930,0,0.0
wdNdkWcUYORszDc,0,0.0
jd_785179d522dc9,0,0.0
jd_774cd58336536,0,0.0
qd0211,0,0.0
jd_64c1a872193da,0,0.0
jd_599cb0979ab13,0,0.0
15127328098_p,0,0.0
jd_5850ebb903cd4,2,0.0
苏本怡,0,0.0
405485988,1,0.0
jd_4e20f0b99fccc,0,0.0
jd_7661465b381ba,0,0.0
jd_61b05165cfd89,0,0.0
jd_6d400768b9590,0,0.0
wdcuJrwPOPEjPS,0,0.0
jd_63ecbded4acaa,0,0.0
985414473_m,0,0.0
jd_64dea200ca62d,0,0.0
jd_45d9b6b5ac900,3,0.0
jd_6353917fded38,1,0.0
jd_78f6172e99e7f,0,0.0
329683291_m,0,0.0
jd_667df8ac75159,0,0.0
疯子1553968,0,0.0
jd_6dc2a62c03cab,0,0.0
jd_60cd66793c42a,0,0.0
芝华士913,0,0.0
13756665377_p,0,0.0
jd_408a6c6d15383,0,0.0
jd_6bef31dd67673,0,0.0
jd_6e8edccfc2f4e,0,0.0
jd_445d8193a6e77,0,0.0
jd_56e3da9e55882,0,0.0
ok0793,0,0.0
13897298588_p,0,0.0
wdngOmYpNlnUBg,0,0.0
jd_717978631ff87,0,0.0
jd_4331a50607bd6,0,0.0
jd_466ef5e731cd7,0,0.0
qianshou117118,0,0.0
000隐身守候,0,0.0
jd_5f0f641e1b0c3,0,0.0
jd_5a7b75691ae5b,0,0.0
jd_7c4edee7ed2ad,0,0.0
jd_62672b8491380,0,0.0
18630435226_p,0,0.0
jd_4bc2f05c13b47,0,0.0
jd_65e44ce4a0a9e,0,0.0
jd_605a5a3420131,0,0.0
18787176452_p,0,0.0
15390017103_p,0,0.0
jd_76916b2e027c2,0,0.0
18828075139_p,0,0.0
jd_7717b309d4d71,0,0.0
jd_5a417925c60b1,1,0.0
z853509171,0,0.0
wdMBWWEJcbEExG,0,0.0
18925624499,0,0.0
志青恋恋,1,0.0
七彩莲缘,0,0.0
huxxok,0,0.0
jd_73e456411925f,1,0.0
jbdlujian,0,0.0
jd_5dabb80549365,0,0.0
jd_54c67448d24b5,0,0.0
jd_5409089000da2,1,0.0
jd_4b487770b1745,0,0.0
jd_68d9eb9bb3dae,0,0.0
jd_76c8799515dae,0,0.0
jd_7c6efdbd617f7,1,0.0
jd_7d6f1febda39d,0,0.0
yangyuanyu2012,0,0.0
xurongkun9999,0,0.0
jd_537951aef2bfb,0,0.0
jd_6202bbd65ceed,0,0.0
风雨下的小树苗,0,0.0
wdPATaaLNtIuNc,0,0.0
王彬571213,0,0.0
hexiaoan1999,0,0.0
jd_7a11b6bb31aa6,0,0.0
jd_7314ea0f13654,0,0.0
18128175281_p,0,0.0
ffqsw,0,0.0
jd_423fde1682bb3,0,0.0
jd_iPPUOYiNDBBA,0,0.0
jd_4cc5dad7c528c,0,0.0
jd_52bde892a28df,0,0.0
jd_4c7ae132cf8ab,0,0.0
jd_7c5ef3af20ab7,0,0.0
jd_60ed50b8c8973,0,0.0
yanwei923,0,0.0
jd_6012a86031264,0,0.0
tddanj,0,0.0
张迎朝,0,0.0
jd_54234bb3ed488,0,0.0
wdNyREDhhXslgQc,0,0.0
lrawyn,0,0.0
jd_49d2f8a9130fc,0,0.0
wdHoCiDLQUiYBe,0,0.0
13401300111,0,0.0
jd_66c398032a469,0,0.0
jd_75cd94baa3e3c,0,0.0
jd_630ef8c8f6fd9,0,0.0
付帅康,0,-11718.0
jd_578063932e7e8,0,0.0
jd_4c7b5b93ff667,0,0.0
jd_404d1a89a16f3,0,0.0
wdrnmkvZkowKdn,0,0.0
jd_62f4197179b2d,0,0.0
jd_653185c5e3282,0,0.0
1332194666_m,0,0.0
godlhw_m,0,0.0
jd_58908f6bd64d0,0,0.0
沃特睿,0,0.0
jd_5bceea6113266,0,0.0
jd_46c456fe8e1a6,0,0.0
jd_6ef3d3c049186,0,0.0
jd_5e970e63c6559,0,0.0
陈翰颖,1,0.0
jd_70ad7c79d665e,0,0.0
jd_52c4c806b1963,0,0.0
jd_42d58b96f48e3,0,0.0
jd_78dcf3080f48e,0,0.0
jd_46950ac7fb1cc,0,0.0
jd_6c639cafedb26,0,0.0
15941638724_p,0,0.0
jd_7bc7d0d09b552,5,0.0
jd_7d1dda6fdd29b,0,0.0
jd_7f9f595e143a3,0,0.0
34524372-666769,0,0.0
jd_5aad4a7a7e9c0,0,0.0
charles119,0,0.0
jd_6c2845e51bf70,0,0.0
tb_2167071,0,0.0
qq510194052,0,0.0
jd_597e6618eb6ca,0,0.0
李越宇,1,0.0
cmgcmgcmg,2,0.0
jd_789d8cb1b4f9a,0,0.0
jd_792c0eedbfeb2,0,0.0
jd_42d109af6604c,0,0.0
房长盛,0,0.0
雨中漫步-77,0,0.0
jd_7c9ced2efbc98,1,0.0
wdBwhtqzyXlbQJ,0,0.0
jd_7953c46a6dc45,0,0.0
jd_476af1d830a69,0,0.0
jd_5c9b45a2374fe,0,0.0
jd_5a8dfb11e8bf9,0,0.0
wdNbscWqMlcHaXG,0,0.0
jd_632110e1f36b6,0,0.0
jd_787058bec6cac,1,0.0
294274963-27377589,0,0.0
jd_781631835b1fc,1,0.0
jd_719c3705df0a2,0,0.0
jd_5f296c2f4ab1c,0,0.0
二爷的店,0,0.0
ken870124,0,0.0
jd_456a613fa2790,0,0.0
jd_7317fdd80b99e,0,0.0
wdvuliOZLlrbZl,0,0.0
jd_6707d6a2875c3,2,0.0
jd_7fd0bc2e2454c,0,0.0
wdxutVtxsATvPj,0,0.0
jd_5ec1716523b35,5,0.0
zxz1234500,2,0.0
jd_5401009a0b4b4,0,0.0
jd_6e567a5ba613f,0,0.0
jd_44dcc91c6bd1e,0,0.0
jd_6755356c31db5,2,0.0
278584397_m,0,0.0
jd_706b610261b4a,0,0.0
jd_59c3c9a01ad36,0,0.0
jd_50d3726d78d20,0,0.0
jd_51a0018f8eaf6,0,0.0
jd_7ab920cf58c7c,0,0.0
放眼观天下,0,0.0
jd_4578ce7cdd527,0,0.0
jd_430c7ee315df2,0,0.0
jd_6cdde12b26c6b,8,0.0
jd_60653d92d41c3,0,0.0
jd_517e0bd14b588,0,0.0
likangwu2016,0,0.0
jd_5a6e4cdc54846,0,0.0
jd_742d1206d796d,0,0.0
jd_7c02d828b2f40,0,0.0
18212005027_p,0,0.0
jd_6e1196d98f126,0,0.0
jd_7e5629aeb2480,0,0.0
r13202076345,0,0.0
17910980-938849,3,0.0
18697157882_p,2,0.0
jd_7ac48b1475932,1,0.0
jd_4b0e56d22b9a0,0,-2426.0
jd_7cb6c7a9dd5bc,0,0.0
jd_661495bc8bbd2,0,0.0
马13545579293,0,0.0
jd_6b93f6b3c87a0,0,0.0
zx1985521,0,0.0
jd_6b383eeda6af2,0,0.0
185229428_m,0,0.0
jd_5bf5f2c27cf2a,1,0.0
yaohongyu_1006,1,0.0
jd_5a4c6f05b122e,0,0.0
jd_56d1d276b98b2,0,0.0
wdNshxlFwqkTGZw,0,0.0
leikuo,0,0.0
jd_510248edb34e9,0,0.0
jd_4268b1c89e2e1,0,-1739.0
简言泡,0,0.0
jd_78b83f09583f7,0,0.0
jd_7ee681cb9bd3e,0,0.0
jd_6af59a0a3f75f,0,0.0
诸多空白,0,0.0
18321559446_p,0,0.0
jd_48cb13f9af54b,0,0.0
jd_4a1ea95d4501d,0,0.0
wdCypCIqKuGMrY,0,0.0
jd_5f15166e308b6,0,0.0
jd_5dbf9dd8f2686,0,0.0
jd_4a5ea070543cb,0,0.0
jd_7d824f835936a,0,0.0
jd_7243478be2cfe,1,0.0
zjy111214,1,0.0
13811770460_p,0,0.0
三千城管大部长,0,0.0
13510280770_p,0,0.0
jd_6fdfc9a1cb900,1,0.0
jd_7046b888c8730,0,0.0
472391638_m,0,0.0
jd_7d1b6b903bada,0,0.0
lu-lingjun,0,0.0
jd_6246d131aa2de,1,0.0
jd_6424c37d6d1d8,0,0.0
jd_771964961dddd,0,0.0
jd_5f8175e6534de,0,0.0
成长为最好的自己,0,0.0
15099943770_p,0,0.0
jd_5753a8afbc42e,0,-1873.0
jd_681a6e92d2538,0,0.0
jd_6aa7fc0476c8d,0,0.0
18301802973_p,1,0.0
jd_52b60eeece74c,0,0.0
闫攀5030,0,0.0
dxy3-2-201,0,0.0
jd_42290c4240fb0,0,0.0
jd_6a67c4efb7dfc,0,0.0
jd_7b7b114ef6b2a,0,0.0
13720650319WC,0,0.0
wdMGkLXBZYNPBl,0,0.0
suozimeng,1,-1169.0
jd_6440379508a50,2,0.0
jd_4f4fce0cf3a32,0,0.0
jd_5e0eb9ca30867,0,0.0
jd_56c15e68fefb6,0,0.0
jd_4b5acfed0fb82,0,0.0
jd_7e39a378f0d65,0,0.0
jd_483868173713e,0,0.0
jd_4623c4d119c80,0,0.0
高飞单晓冬,5,0.0
dudumaoer,0,0.0
wdOHrnrilGohxY,0,0.0
jd_tYOVXbdhrNFm,0,0.0
jd_78afb8dabf0eb,1,0.0
1206lespt,2,0.0
jd_648f9b0d6db35,0,0.0
jd_7ad6ef90c4df8,0,0.0
ly18977236955,0,0.0
cao12300,0,0.0
jd_6fab991e338b1,0,0.0
jd_478c9b902c85b,0,0.0
jd_74e1468a6c414,1,0.0
jd_6448bace6b2cb,0,0.0
jd_6bf33d5fb45bd,0,0.0
jd_4c807b0621c79,0,0.0
jd_6a6b11bc9685d,0,0.0
jd_67439fe32f5c7,0,0.0
wenwjh,0,0.0
372210387_m,0,0.0
jd_4b02fca405ef0,0,0.0
jd_6d93c889196d2,0,0.0
激苦er,0,-1285.0
jd_6e9d3fa11f011,0,0.0
ZLP半世浮华,0,0.0
jd_62d86338f9351,0,0.0
jd_464799f4ebb4d,0,0.0
jd_5b31f574454ce,0,0.0
jd_6baef2b64adb9,0,0.0
1392442836-686664,0,0.0
jd_5f49f5925227f,0,0.0
u_7a8ed633207a8,0,0.0
jd_4ca704f1790e5,0,0.0
jd_72b2972c568eb,0,0.0
jd_477cb84be12c6,0,0.0
wdplCJsesaVgeU,0,0.0
jd_58347aca49708,0,0.0
jd_5504f643ced50,0,0.0
jd_44c56f0a0451a,0,0.0
jd_5919abac84bc2,0,0.0
jd_42070edfc3dfd,4,0.0
jd_488cf3a0ee496,0,0.0
luximei2015,0,-17541.0
wmsfzz,0,0.0
黄彬0524,0,0.0
758高要市李海学,0,0.0
jd_6df31b28c4591,0,0.0
wangminlulu,1,0.0
jd_AfWRHjshFJen,0,0.0
wdaPMcXHQahhEP,0,0.0
jd_42e422da377d5,0,0.0
jd_IsTLpGGUVeHR,0,0.0
jd_75ac91592d4aa,0,0.0
jd_56680fc1550c0,0,0.0
jd_5656511a21931,0,0.0
15914919500_p,0,0.0
jd_4d95d46de1561,1,0.0
jd_7836b12826bde,0,0.0
lulingdong_m,0,0.0
13668145709_p,0,0.0
jd_78b9156a5b992,0,0.0
wdXJGRneBBprPB,0,0.0
jd_456347fde5966,0,0.0
13553291555_p,0,0.0
jd_68f4c55ad7380,0,0.0
jd_4d1beb824dbee,0,0.0
小商贩008,0,0.0
yezishun敬业店家,0,0.0
云上千音,0,0.0
jd_79824d5952eca,0,0.0
jd_5e078d7d7b063,0,0.0
jd_708f68eadbe19,0,0.0
jd_58897a1683bce,0,0.0
jd_4cececb3457a5,0,0.0
jd_4495d88d8a6c4,0,0.0
陈丽儿961,0,0.0
wdNvmNidgwXlVv,0,0.0
jd_6e4752af36041,0,0.0
jd_41fdf7beaa694,0,0.0
jd_5c59a2a0743ec,0,0.0
lhj520ym,0,0.0
jd_580a75e1eb9e5,0,0.0
13751556889_p,0,0.0
wdNnJhltyEcdIeQ,0,0.0
13425163562_p,0,0.0
ye13669603113,0,0.0
joheah,0,0.0
jd_7a1a0f09655d9,0,0.0
