cust_id,apply_amount,apply_dateDT
hmingfeng,28750.0,28
honghu80,41250.0,40
hopelijie,7875.0,32
huanghaiping1988,42500.0,117
hwh1290063449,2500.0,242
hzy880725,13375.0,38
iyueyuan,22500.0,35
jd13929558548,8545.0,95
jd_400a77f310dcb,13750.0,255
jd_4027f3ed8f760,2500.0,237
jd_402dbcba0e67f,18750.0,55
jd_406daa7d82fcd,11000.0,40
jd_4076680463110,3255.0,73
jd_4090ffe2a5e01,20000.0,294
jd_40c66a4aec832,11250.0,356
jd_40e8c6867e74a,40000.0,156
jd_410e31a9ee7a8,38750.0,32
jd_411a66cdb2121,12500.0,241
jd_41523b16a570e,44000.0,209
jd_41a7c07d9d4ec,37500.0,55
jd_41c5e4b7cfab5,8750.0,57
jd_4240bb8be245d,5722.5,98
jd_4271b8d875aaf,20000.0,163
jd_42bb61dd2ed5c,26250.0,28
jd_42d607dd7135e,3166.25,98
jd_42f2312129ac6,41250.0,117
jd_430c7ee315df2,8750.0,217
jd_43224737a6438,7500.0,33
jd_43238a0c8ae97,8750.0,222
jd_43c6a1819d235,5018.75,97
jd_43cd7d846f939,8375.0,256
jd_43d82ebccdbf2,28750.0,28
jd_43e944e07298b,57500.0,31
jd_43f524e0d3606,12250.0,248
jd_4405a9421371e,7500.0,82
jd_445d8193a6e77,25000.0,117
jd_44a5fa300a2c8,12500.0,169
jd_44def89e5e91a,7625.0,255
jd_44e7c612491e9,6250.0,238
jd_44f2aec3a114e,12500.0,139
jd_45069d6f4a8c0,43125.0,183
jd_4507fa1a00d1b,30000.0,119
jd_450cb6927f6d0,7000.0,247
jd_451353df9ad9f,13750.0,224
jd_4518ab9a37e7e,26250.0,232
jd_4569ebd6d4353,15000.0,232
jd_456ce2e0a0557,32500.0,212
jd_4574169afee58,13750.0,254
jd_45d9b6b5ac900,3758.75,70
jd_45e950b1ba9b9,7500.0,244
jd_45ec9da78982e,18750.0,381
jd_4621b6168bbd4,47500.0,40
jd_46256f40bc44d,26250.0,185
jd_462c66ec19663,18750.0,238
jd_46ae882a21c69,26250.0,36
jd_46b6abc3fa635,6125.0,283
jd_4705941d30654,18750.0,56
jd_473c109f1f0e3,10000.0,120
jd_473ee327e0bbe,7500.0,175
jd_47c87525dd1db,7500.0,236
jd_48222cc85e367,36875.0,238
jd_4822e0ebac7d5,5625.0,244
jd_482bf4562f647,24750.0,236
jd_48b2f797ab29a,15125.0,353
jd_48c48e95b8bdd,13500.0,248
jd_48c8071112ca5,17500.0,29
jd_48e7328daa8cb,31250.0,65
jd_4921d971c5f63,6250.0,297
jd_492ec07496867,20000.0,37
jd_493502efb0b2f,3125.0,242
jd_4951b8e9e7818,28750.0,237
jd_495f6adf698b6,25141.25,84
jd_4965f3e134624,10000.0,32
jd_497107e2b10d4,26250.0,34
jd_497d1ee30252e,17500.0,56
jd_49834daec0c88,7875.0,27
jd_49aefffa60f8b,7500.0,213
jd_49dad06a52598,16250.0,65
jd_49f6216719a3e,36250.0,56
jd_4a1f0af650158,15000.0,40
jd_4aad4ad555c12,13750.0,248
jd_4aba61ae02fb7,20352.5,71
jd_4adf79251b25b,6250.0,223
jd_4ae8ce61941d5,6000.0,37
jd_4aea68db76dbd,52500.0,32
jd_4b01b50c744c7,10000.0,82
jd_4b0999f8bae05,13750.0,248
jd_4b2c0bc069ff7,20000.0,33
jd_4b32fba6f7aaa,10000.0,32
jd_4b3580aa9652d,5000.0,236
jd_4b44baa1a4f3c,12125.0,238
jd_4b9d2cd253e76,4012.5,97
jd_4bf9da276c6a9,8500.0,243
jd_4c34677acf484,6250.0,260
jd_4c73d323ed697,2500.0,153
jd_4c7b5b93ff667,6250.0,257
jd_4c83dd255c4a2,10442.5,86
jd_4c929a533fa60,20000.0,242
jd_4ce98da45540d,4500.0,237
jd_4d1beb824dbee,5000.0,237
jd_4d48036918a17,5000.0,232
jd_4d5d25b6fbb6d,20000.0,183
jd_4d95d46de1561,5000.0,238
jd_4dc259a8f5436,33750.0,57
jd_4dc4e73322deb,7250.0,241
jd_4debafa2e28f0,18750.0,65
jd_4e19130099302,13500.0,239
jd_4e2a42bb9757d,15000.0,384
jd_4e458ad1109e5,45000.0,35
jd_4e7001af3b287,6125.0,242
jd_4e7f037ef814d,6815.0,70
jd_4ed57b4c18500,3750.0,236
jd_4eeb790b4aeb2,6250.0,237
jd_4ef274ef9bf8d,25000.0,27
jd_4f65e05a90012,6250.0,241
jd_4f7089297315e,21250.0,29
jd_4f75d1a641199,9000.0,236
jd_4f818ed8b46c5,5333.75,96
jd_4fa6d065e58ff,33750.0,37
jd_4fae272a78e2b,5750.0,106
jd_5016a3eabf7a6,28750.0,65
jd_501e02ee51db5,18750.0,28
jd_504341cde92b2,22500.0,238
jd_5047d90c09fba,20000.0,178
jd_5062a04f9c752,6250.0,170
jd_50981fadc949c,15375.0,224
jd_50fa989fda68c,13013.75,102
jd_50ff996934eb2,18750.0,36
jd_5149e6e8cce3a,12500.0,56
jd_515678732e304,45000.0,119
jd_518567c3dc8f5,27500.0,249
jd_51c4cabc7733b,30000.0,232
jd_51d0d6aacfb6c,12500.0,37
jd_51e0177c4857a,6125.0,238
jd_52800465d47fa,36250.0,117
jd_52969565c7ef4,3750.0,237
jd_5296dd38d7dee,37500.0,29
jd_52a8c4b5b3e4f,18750.0,200
jd_52bcb67b0c101,10233.75,96
jd_52e9ceca3b3d3,6250.0,212
jd_5363e7c98fb12,18125.0,210
jd_5386102e94865,18750.0,56
jd_53d06b4df713c,12500.0,92
jd_53e9a8185e970,6250.0,319
jd_53ef4fa35626b,17500.0,244
jd_53ef84b5dd679,4500.0,97
jd_541e15b6c4f19,7500.0,241
jd_544b33ddd6d30,66250.0,119
jd_545140e5b370c,13750.0,238
jd_5456bd381d176,57500.0,57
jd_545d1b065d6a5,37500.0,210
jd_546af154e286e,23750.0,290
jd_54726bcc31ddf,26250.0,32
jd_549a13c3331b8,12500.0,76
jd_54c5beb8fa5df,10000.0,38
jd_54de1f79ca579,37500.0,118
jd_54f24f3cd3497,13750.0,237
jd_5571f68de2b5d,7500.0,239
jd_557af7db9eb85,16250.0,65
jd_55afc15e4f71e,6125.0,237
jd_55e0ca178b52d,71250.0,120
jd_55f5db8520dd6,1250.0,119
jd_564820d401bb2,8000.0,250
jd_564c59c4d799f,9375.0,241
jd_568bc20473dd0,43750.0,119
jd_56945e31ee455,6250.0,222
jd_5699bdc595b6c,8250.0,237
jd_56a44a169222e,8648.75,72
jd_56ac7a5532d8f,7500.0,238
jd_56bc0b7c6e254,37500.0,33
jd_56c15e68fefb6,12250.0,237
jd_571245bb5257a,28750.0,33
jd_571fe236e3700,31250.0,35
jd_576b7dd0b3101,9250.0,248
jd_57bbb19238a6f,8750.0,238
jd_57f7a33f610af,13500.0,264
jd_5869941dab8e0,20000.0,351
jd_5872b282afbe2,15000.0,37
jd_58aafd229a61f,7281.25,95
jd_58b77ca645000,6250.0,143
jd_58ccce2177e96,13750.0,28
jd_59013fa2de0f2,6000.0,117
jd_591cc16927633,31750.0,232
jd_592424074fa20,62500.0,120
jd_597b8661c42d1,2615.0,102
jd_59963400d32ab,6125.0,242
jd_59c3c9a01ad36,40000.0,119
jd_59e6b0f8840a8,6250.0,238
jd_59f99f8052d47,11375.0,36
jd_5a3477b0f2089,18750.0,182
jd_5a50d24ea75b7,5000.0,237
jd_5a68d0824ef38,4000.0,96
jd_5a994911590cb,36250.0,210
jd_5a9ecd1539632,26250.0,112
jd_5af9e2f033d2f,3750.0,38
jd_5b0703e9a25da,5000.0,356
jd_5b63ac9f95308,3750.0,237
jd_5b9087c89d0bc,6250.0,237
jd_5bdd752f52ae2,18750.0,56
jd_5c26440bdb752,6250.0,34
jd_5c40c8c7ad96a,5000.0,240
jd_5c74a9a35a304,47500.0,209
jd_5ce37e3123be2,17500.0,225
jd_5d14740893dbe,6250.0,96
jd_5dcb028965112,18750.0,238
jd_5ddc25f5e12fb,16250.0,33
jd_5e078d7d7b063,6250.0,238
jd_5e0b33346b908,8625.0,242
jd_5e2eb1340d16f,3750.0,241
jd_5e37c096bf16e,20000.0,34
jd_5e38a8e83b30a,26250.0,119
jd_5e5ab3891952a,6875.0,241
jd_5e60d07097cb6,5517.5,86
jd_5e629808bf70f,6262.5,98
jd_5e72af1a82176,13125.0,82
jd_5eb2213b0a317,6698.75,84
jd_5eb9da05743a6,51250.0,119
jd_5ee07a8386598,5000.0,56
jd_5f1356786dc0b,8750.0,361
jd_5f254ae4bba01,13750.0,231
jd_5f296c2f4ab1c,8250.0,241
jd_5f5bdd8416225,10000.0,236
jd_5f5d849a33435,1823.75,71
jd_5f6358dd64830,15000.0,41
jd_5f80287727cad,5000.0,96
jd_5f8175e6534de,18750.0,37
jd_5f9ec9fd6d25d,22250.0,210
jd_60466ef842f3b,5000.0,38
jd_6050d223767df,6250.0,237
jd_605a5a3420131,16500.0,241
jd_606ca895f9fe6,21875.0,326
jd_60761579a0998,7500.0,105
jd_6095121cb0f32,20000.0,255
jd_60a105daeb0c6,12375.0,56
jd_60aa3bbf5cf98,16500.0,214
jd_60b16526c0ce9,8500.0,214
jd_60b171f4b8427,23750.0,326
jd_60de96f86c5bf,5000.0,155
jd_6107df46d4c2c,26750.0,207
jd_610f119d89dba,17500.0,119
jd_612b0f3253558,6125.0,237
jd_6134c8b460eec,21250.0,66
jd_6162bc15eea27,16000.0,211
jd_61bf9ae794cc2,9000.0,65
jd_61cbd2c263cba,8750.0,222
jd_61ed3bac7c7db,3006.25,103
jd_61f5454bd9819,6000.0,237
jd_621ce445f1ba2,12250.0,150
jd_6240f949a1028,30000.0,35
jd_62440489e9f0a,10000.0,55
jd_626facb99987f,37500.0,56
jd_62845e07851ab,8750.0,217
jd_630ef8c8f6fd9,46250.0,194
jd_631ee1b66b1ec,8750.0,235
jd_6330609bcc319,7500.0,355
jd_6363d2622a41f,3750.0,350
jd_6369a744bf6d2,20000.0,265
jd_636e2d7567898,35000.0,31
jd_637cebb77eaca,8750.0,29
jd_639570061aeb7,20625.0,112
jd_63c2e42d6e651,10375.0,135
jd_63cec943f3d10,38750.0,36
jd_63d3b51e34794,12750.0,242
jd_63e051425a2c9,3643.75,103
jd_63f56979f8559,3750.0,247
jd_6419e232c6f6c,8750.0,144
jd_6424c37d6d1d8,8750.0,361
jd_6454ec9c04924,10000.0,35
jd_648266f819253,6250.0,41
jd_6499f9c25b87f,45000.0,117
jd_64ad349230de7,26250.0,210
jd_6503a074625b9,48750.0,119
jd_6506b62789038,14500.0,355
jd_653495e08dfad,32500.0,212
jd_657228731559b,13750.0,41
jd_6585b7ad20f86,5000.0,249
jd_65bca741ce373,10000.0,38
jd_65e51fd594e74,5000.0,237
jd_65fddb0c84d15,7500.0,237
jd_661a7c2511427,3750.0,239
jd_6621bb4e9fe5c,3512.5,97
jd_663ca2097918e,41250.0,210
jd_66477789c5866,53750.0,35
jd_66605cb17d85c,6250.0,40
jd_66614ad37ef52,8750.0,56
jd_6665041934f4d,5000.0,216
jd_66777145e1aee,3125.0,238
jd_66b13c2156973,4687.5,87
jd_672d44dab540a,6250.0,41
jd_673def70e61c5,12500.0,65
jd_678f73b99e20b,12500.0,180
jd_67c33da468a26,14375.0,361
jd_67d6182fb9da4,43750.0,119
jd_681a6e92d2538,12500.0,232
jd_682805de2e4a0,16250.0,32
jd_683955db126e8,10282.5,95
jd_68789367adb6c,40250.0,242
jd_687c012ed9e80,3750.0,246
jd_68bf47cb04545,9321.25,84
jd_68d2ed57aa803,3750.0,244
jd_6918547789f06,625.0,103
jd_695bcac8069f4,10000.0,238
jd_695d9a3f4a9b5,32500.0,29
jd_696afc79a9326,7500.0,237
jd_698230cd77269,7500.0,101
jd_6987c5e1c9ed3,27500.0,212
jd_69a12f0926280,13750.0,256
jd_69a55794c2cb0,18750.0,56
jd_69cb31c9eebca,21250.0,56
jd_69f28fe6a3523,8750.0,32
jd_6a353a5eaf12c,9375.0,95
jd_6a6b11bc9685d,31750.0,221
jd_6a6c95a12771e,3750.0,249
jd_6ac29edb8ee17,10000.0,28
jd_6adc6f1e3bad2,8750.0,28
jd_6b17172624a32,11375.0,41
jd_6b35a8d6fd02a,40000.0,34
jd_6b48b45edff2b,40000.0,210
jd_6b66b49c97af9,6250.0,238
jd_6b6df81558de2,12500.0,56
jd_6b832c4862de7,45000.0,209
jd_6bafb55e772c7,36250.0,178
jd_6bb44662e2667,20000.0,36
jd_6c3b3c3dd31f3,4500.0,244
jd_6c5a916577d97,12500.0,35
jd_6c67ea12f045d,13375.0,33
jd_6c9332803401f,8125.0,246
jd_6ca0307ff61cd,13750.0,208
jd_6cb18e2b8a0cc,6250.0,241
jd_6d139f41d942c,8750.0,248
jd_6d4ba5da1f68b,21250.0,210
jd_6d65ee6f4d68e,7500.0,237
jd_6d73f0acb4bae,19216.25,83
jd_6dc9aebdde122,12500.0,36
jd_6dcaab8ba953c,21875.0,238
jd_6dd0a369e364e,3750.0,243
jd_6dd8bd9815849,5000.0,389
jd_6e1db9833ca92,37500.0,210
jd_6e3d33b65ba64,51000.0,162
jd_6e4752af36041,40000.0,207
jd_6e78f3a8f9159,6250.0,36
jd_6e8fa494c8358,5000.0,243
jd_6ea6822c68861,8136.25,96
jd_6eaed805e3239,3750.0,244
jd_6eea3c55c4354,18625.0,245
jd_6ef5cc63347cb,6250.0,98
jd_6f0b33a99cfb2,23750.0,41
jd_6f8e128827dde,8750.0,172
jd_6fe769cd41511,6000.0,37
jd_700f89a3cfc4d,3402.5,78
jd_70823ce1d41c3,6750.0,36
jd_70902bcb9e8af,7500.0,38
jd_70a568d34e771,1221.25,86
jd_70bbec6f1ea22,12500.0,40
jd_70c7941c18c19,42500.0,37
jd_70e40dfdfe97e,7500.0,238
jd_70eaa90809000,17500.0,232
jd_712582f752fcd,6250.0,98
jd_7153c1f589972,23750.0,33
jd_7179db0ecf9c6,6750.0,239
jd_717c6a79888de,6000.0,354
jd_71bd11caa2cce,17500.0,112
jd_71c933e1ab4dc,12691.25,88
jd_71d676adb281e,6125.0,242
jd_71ea9b483510f,25000.0,207
jd_7206bfcbeaa92,17500.0,234
jd_7238dbf67d254,6750.0,361
jd_723b3c142f582,7500.0,237
jd_7261ac017ee33,23750.0,119
jd_726ccebe95898,6512.5,78
jd_72e506d3b1b83,2500.0,232
jd_7314ea0f13654,8750.0,95
jd_7325242c7ad3e,10500.0,27
jd_733d50518b8aa,17500.0,28
jd_735381b130988,18750.0,29
jd_735e34f0359e7,17500.0,215
jd_737fe505e3891,11250.0,35
jd_73888a94ac895,8750.0,213
jd_738b6f00f8039,13750.0,120
jd_73b5f5e560b2b,15000.0,65
jd_73faa66c64214,35000.0,119
jd_7400f57eb7dde,5000.0,245
jd_74152279e5544,13750.0,36
jd_74193366e70c4,70000.0,120
jd_7423d021779ec,13750.0,65
jd_742e2aab2fa23,4921.25,83
jd_7464971cb1d5a,10000.0,33
jd_746a382ebb967,24000.0,238
jd_7470897dc0249,8856.25,72
jd_74a2f20e2cb88,9375.0,97
jd_74f32833dd2a5,5000.0,242
jd_74fb780676016,15316.25,203
jd_7531087eeaec2,13750.0,36
jd_7557b1b0ffc08,17500.0,253
jd_7565f0601b5c6,13750.0,37
jd_757b4148a28eb,3250.0,102
jd_75d699eeaa33f,10000.0,119
jd_75de4029f8446,7500.0,69
jd_75ef1fd022e30,8750.0,190
jd_7626c41a7ca8a,13750.0,37
jd_76272cc0e1888,6250.0,38
jd_764afd328e855,43750.0,28
jd_765ca20e152dc,8250.0,248
jd_7678487223c94,7000.0,286
jd_76915cd63517e,56250.0,210
jd_76a286011dd08,11250.0,244
jd_76be3586c0f32,5000.0,255
jd_76d9d768524f6,13500.0,370
jd_771964961dddd,28500.0,207
jd_7727b29ec4a61,11250.0,38
jd_773c41afc8999,6250.0,36
jd_773edc4e467e4,5000.0,38
jd_77424a83cee23,25000.0,32
jd_7761c37195652,6250.0,326
jd_779c89c8c2f03,15000.0,245
jd_77a4b8d5f5d3f,50000.0,212
jd_77c2e3a9d65e1,11486.25,83
jd_782785188c340,10000.0,36
jd_7856152de2a4f,14125.0,167
jd_78589b1ec18af,11250.0,239
jd_78634c134e11b,13308.75,68
jd_78835bf1284fb,50000.0,118
jd_788fdb60f53e6,20000.0,28
jd_7893afe2a42dd,28750.0,117
jd_78ba39c08f263,10436.25,83
jd_78d56bce5d430,15750.0,208
jd_7920bf6b89193,15625.0,128
jd_7936688b6f421,21566.25,84
jd_796150aca2f29,6125.0,238
jd_796edba33c2f3,30000.0,119
jd_798d4fa1f8422,6250.0,106
jd_7997bbbbb5908,25000.0,39
jd_79a58711aca22,30000.0,210
jd_79b8ce2c6295a,8750.0,103
jd_7a38f4e643164,9000.0,244
jd_7a5c7436e213e,17500.0,40
jd_7ad083998ba6f,7500.0,242
jd_7ae1fe9c66151,6125.0,224
jd_7b0a08d6bca91,13750.0,224
jd_7b0cd24b18bda,21250.0,35
jd_7b697793ad7c9,5000.0,102
jd_7b7c655bb109a,3750.0,231
jd_7b805cff0df8e,13750.0,29
jd_7b9eee890ab34,8750.0,27
jd_7ba10699a2958,14762.5,96
jd_7baf4615043ab,6250.0,265
jd_7be4fa21d5997,6312.5,78
jd_7bed3fec76d5e,23750.0,101
jd_7bfa9bdefc4dc,45000.0,56
jd_7bfaeb7e69e9f,14202.5,83
jd_7c4dae08edfcf,15250.0,203
jd_7c67ad295b578,15113.75,84
jd_7c80aceecff5f,37000.0,244
jd_7ca5feca7eed4,10500.0,283
jd_7cb25060a3232,5000.0,104
jd_7cbee9f699313,7976.25,118
jd_7cd0e1b853d6d,26250.0,40
jd_7cd80e73f87c1,7500.0,36
jd_7ceb6445e9eda,7250.0,241
jd_7cff7dd7e7f64,3750.0,242
jd_7d02694500fd3,3776.25,104
jd_7d0e51e8f0dcd,18750.0,220
jd_7d167b6b5e186,3750.0,39
jd_7d1a357bd82c1,18750.0,39
jd_7d1dda6fdd29b,9500.0,156
jd_7d1fcd296cf76,3750.0,97
jd_7d4d673408838,6125.0,283
jd_7d61e957de8d9,5000.0,97
jd_7d7760336d10f,101250.0,232
jd_7d85b34fcf3cb,21250.0,120
jd_7eaa9b23eee7d,3375.0,230
jd_7ed937715a333,21250.0,236
jd_7ee21a56206fd,15902.5,71
jd_7f09fae22a144,10293.75,83
jd_7f19d0a23cb6f,15462.5,96
jd_7f1c831929393,15000.0,225
jd_7f49ed14e6add,31250.0,225
jd_7f7412355d6d6,13750.0,36
jd_7f8621b241d18,17500.0,118
jd_7f9d6ef72b947,6125.0,237
jd_7ff63694d5819,7500.0,241
jd_7ffb0e42c65f4,17500.0,28
jd_BDoeCtWDVYFy,13750.0,260
jd_GnMasOPxntOr,631.25,103
jd_LogVkTOSXYgw,3125.0,259
jd_baQcugFiLUTM,7500.0,238
jd_iPPUOYiNDBBA,14772.5,97
jd_jACnCcbJjPOS,7500.0,261
jd_llbWGERDjICK,5000.0,259
jd_xlXCPeNHDNBj,6250.0,238
jd_yuodlUVhzPrD,6250.0,237
jiangshuwe_mjf,10898.75,89
jiangxiaoyi358560543,43750.0,212
jmgch,8250.0,38
joheah,4277.5,78
jonson黄,51250.0,232
jun68640,71250.0,34
jwf1990a,13492.5,79
kaifrhea,56250.0,119
kdr5362507,50000.0,117
kilojxl,25000.0,40
l653401046,22500.0,36
lapeon,10000.0,245
ldw今晚打老虎,24375.0,238
lemonwait0306,72500.0,31
lfb867499862,5000.0,259
linyuan0557,55000.0,120
lionwoyou2_m,6250.0,361
liuying89930188,26250.0,238
m520180697,28750.0,119
mazihan20121104,11000.0,36
mgj_jd,28875.0,34
mhw1288,31250.0,28
morgan790719,45000.0,27
nicholaslui,61250.0,277
pc1574333165,41250.0,210
peng396728929,18750.0,230
pengguangyun1,15000.0,233
pf1184162396,6250.0,288
puzenan1993321,22500.0,200
q577060014,17500.0,33
q939209093,10000.0,224
qq168562740,15000.0,208
rhs58564143,61250.0,119
rungaung,50000.0,119
shanzhashuwangba,21875.0,232
shawrain68845302,25000.0,28
shmao159_m,7513.75,70
sodas513,37500.0,238
sonitech,28750.0,66
stone_520,13750.0,203
sun404702806,8493.75,86
swdc2008,47500.0,35
syh独一无二,27500.0,260
tanzhongjing,41250.0,32
u_4d4b63109c5f0,8125.0,82
u_53d22a992961d,50000.0,65
u_628089fc27ad5,18750.0,208
u_6aa6ddc0e8256,8750.0,36
w18825033891,13750.0,101
wangchao100000,30000.0,32
wdANByvieWkJrZ,47500.0,35
wdAxUYgOXSjHSs,21250.0,163
wdBJEtrlKkqdDH,6250.0,260
wdBkpROinZiubQ,7523.75,97
wdBrNgGBeFUPZf,3838.75,70
wdBtMcoidUNUik,6250.0,28
wdDhSiilyciOAD,7500.0,301
wdIMDvgfJpcRqo,6250.0,116
wdJzYfEYXuWwtf,7500.0,33
wdMNGfGGmUAxKx,6250.0,326
wdNEsMhatkUAdih,10520.0,84
wdNRttgWQeeCywj,13750.0,96
wdNTfzTpjDyERwk,32500.0,119
wdNUhOpbvUPvTBa,14643.75,203
wdNZQYlMLvMXIry,17500.0,253
wdNZctmqeGTGvtz,7500.0,39
wdNjOcpTIufUctF,6250.0,237
wdNnJhltyEcdIeQ,8750.0,39
wdNuXLEvVJqjLsj,8750.0,237
wdSIlJVujqIyWI,8125.0,241
wdSNTKZTXIgaTi,8750.0,113
wdSeuGokETWWar,5000.0,241
wdTuECViYnaEMf,13000.0,224
wdUMgVfseLdKCQ,6875.0,223
wdUzKmSkECvGou,6125.0,237
wdWSvTkhxTNPWV,10000.0,28
wdZlmuNzpQMFEY,12500.0,116
wdadUQhzhQRiCn,1250.0,104
wdaxsaGrBMhZSB,7500.0,33
wdbNKOQnCSoGbE,25000.0,41
wdbQnnULeGohrQ,7500.0,164
wdbsbvVDyfMyxt,30000.0,212
wdcruJbCTFVetB,6125.0,238
wdeQHDOYajdUhh,6125.0,241
wdgBWbHDEOZyLM,25000.0,260
wdhMgDiZzcvXUG,6250.0,124
wdmdRTEKlzyNIS,21250.0,56
wdoaMAigZKfdPI,8750.0,38
wdutlYaWsWLutq,9375.0,354
wdvXgUFQoeJEPL,16250.0,28
wdwBguRJBdEyuN,9375.0,232
wdwjpVggGFMrcV,3125.0,242
wdxFlSjkaDauSZ,34375.0,212
wdxOfkNwGebECu,11250.0,38
wengjunying91,37500.0,33
wfengting,17500.0,35
wgs0714,32500.0,36
woo0512,10012.5,96
wsqlx,14651.25,85
wyfandwyf,8750.0,77
xiaoqiang6000,10000.0,241
xiaoyong5209445,52500.0,35
xintjlisa2012,17500.0,237
xq8023xs,7500.0,248
yangc1992_m,33750.0,56
yhazll1314,62500.0,35
yjlong2004_m,45000.0,119
yujianxingqingxuan,39500.0,210
yukan1989,18750.0,40
yxw0728,3945.0,97
yzz132110,46250.0,34
zellmo,52500.0,33
zengya8838,47500.0,34
zhangxinyou2012,55000.0,228
zhangyebo,32500.0,209
zhubraid,56250.0,35
zhuqing090309,21022.5,84
zoe6377,6875.0,171
zx1985521,18750.0,30
zxcvvv99,10000.0,106
下一刻傻笑,3750.0,243
严辉祥,16250.0,120
二舅二了,2500.0,93
亚得里亚的海风,10000.0,40
余忠武,12000.0,233
作死模式开启丶N,6475.0,74
冰点4,11450.0,89
冷星孤月,16250.0,120
凛梅月下温不寒,3750.0,28
刘一鸿,41250.0,119
刘裕琳,32500.0,112
华夏知晓,13125.0,242
卢华健,66250.0,119
右右哟,7500.0,258
吴墨铭,22500.0,32
吴江龙0815,2750.0,86
唐突西子0,7500.0,237
善亮,15000.0,221
嘟仔有约,8750.0,66
回眸918,21250.0,27
大叔真可怜,8648.75,87
头脑发热一下,37500.0,232
守护恋鱼,42250.0,35
宋树富,30000.0,35
宝岛在线,15000.0,34
富惠通二手车,53750.0,29
小婊砸站住表跑,22500.0,361
小红红我不爱你,5500.0,290
小资情,17500.0,220
心灵散步张,10000.0,33
恋之风景777,13937.5,75
懒羊羊打小灰灰,21250.0,238
成长为最好的自己,26250.0,65
我叫干柠檬,12537.5,68
我就是你BB,18866.25,85
房顶看星星,10000.0,38
星仔1314购物地带,7500.0,223
木瓜爱猫咪,14656.25,83
李曉丶,17500.0,31
杨美玉0607,17500.0,230
林大大大侠,5000.0,195
林荫amanda,9775.0,81
梁凤珍001,10000.0,33
梁根玮,14250.0,117
欧阳婷1985,58750.0,29
毛彬彬1583,6250.0,257
水8时代,10250.0,230
江水晶,15500.0,233
沉厚稳言叫宇ge,3750.0,237
沉默的人们啊,20000.0,28
海哥哥1,6250.0,236
熊华猛1986,25000.0,35
番薯1001,37500.0,29
石筱喆,15000.0,56
空灵袖,45000.0,34
符平223,22500.0,241
简单爱zxcvb,11250.0,56
绿岛小夜曲丶,25000.0,231
肖艺顺,8750.0,263
范燕乐,8250.0,238
蛋蛋忧伤P,53750.0,33
蠢蛋雯敏,13750.0,39
进击的逗逼,7500.0,27
邵海斌-,6250.0,231
郑巍豪,8412.5,88
郝雪0624,15000.0,237
金威之恋,58750.0,247
错过了丶就没了,10000.0,86
镜中流水,23750.0,207
阳光承诺a,7500.0,313
阿玲0905,12500.0,225
陆子乔,10000.0,98
陈532313,47500.0,28
陈振东110,25000.0,33
风中奇缘丶,12750.0,213
风中百合-196800,6250.0,55
飞猪1988,12032.5,74
13366655398_p,16125.0,248
13530132232_p,13500.0,273
JRSD_qqhNB5155,8750.0,241
jd_40322420f8b31,6250.0,56
jd_42406bf24de6b,10000.0,39
jd_59c88f64602d0,12500.0,29
jd_62e11815aa59f,12250.0,253
jd_65b4ef8a483a0,12125.0,56
jd_66fb2d6214ee0,13750.0,236
jd_75d6d96c1edc0,13750.0,232
jd_788897fb7629d,33750.0,40
jd_7b7d334c2fbe9,28750.0,56
jd_nrKJhdiMlTgq,6250.0,270
lht493055150,9625.0,37
smxxzcskwb,10250.0,88
wdNkaDFlcejXlfg,32500.0,26
wdlLvgRIcmoORe,3125.0,238
wdrrcfOlvvJBty,6750.0,56
1206lespt,10000.0,116
13750356219_p,25000.0,32
15889582378_p,16250.0,33
hpb2711,32500.0,119
jd_40d2b68f0bb7c,8750.0,235
jd_420b3571f05ab,3750.0,206
jd_4657c3d0b31fb,8750.0,238
jd_51f73402d3623,10000.0,35
jd_52dd7a5492e13,14125.0,124
jd_5df7decebbfa6,15000.0,34
jd_5ec1716523b35,6443.75,103
jd_60676914c806d,6125.0,237
jd_659b7e4ffce3c,4375.0,248
jd_6f33335cbaa04,30750.0,210
jd_6f7bee54ddafc,13750.0,102
jd_755d699c04d1c,25000.0,34
jd_7c068abd0731f,23750.0,34
jd_MCWDHZoeQxZB,6250.0,234
qx366300,12500.0,238
wdtSqUYhmwnvZX,3750.0,235
wdvMZXqvykqiCm,51250.0,31
xiao11110000,37500.0,28
yao65563076,11375.0,38
zhou52yaonvli,31875.0,232
农瑞宁,16500.0,253
13117074131_p,6875.0,35
18603126017_p,30000.0,35
29100-439539,36250.0,119
jd_48c1ca5f6ffb6,22500.0,118
jd_4bc169b49baf8,18750.0,56
jd_4d58bf6c3e542,12500.0,40
jd_4eabe2e2f8c2f,7402.5,81
jd_56a7f402d07c0,7500.0,241
jd_5b4faffc00d79,17500.0,210
jd_5ba97e74738bc,7750.0,256
jd_5c4d0322a9ba5,8285.0,70
jd_5eca08c0208b0,18750.0,117
jd_5faf06efa51a6,12500.0,65
jd_68e19f86feac3,5000.0,216
jd_7675900536658,32500.0,120
jd_PEtslZitxPOQ,5000.0,252
wdHxlqAeVdGuSY,6125.0,237
woniu1050,12500.0,76
黄秋荣a,45000.0,35
1003456028_m,27500.0,119
1035194183,4125.0,35
103981197-188156,11250.0,225
10668707-459081,22000.0,238
1076652921_m,58750.0,212
120109381-555086,20625.0,282
122340791-72700151,12500.0,250
12霞520,50000.0,37
13098973066_p,13750.0,238
