cust_id,lmt_id,credit_etldt,credit_actual_dt,credit_mat_dt,credit_lmt,credit_term
qq184430695,qq184430695_03,20191010,20180818,20200101,23250,500
qq184430695,qq184430695_03,20191001,20180818,20200101,23250,500
霍比特巨人丶,霍比特巨人丶_03,20191204,20190817,20200101,8750,136
霍比特巨人丶,霍比特巨人丶_03,20191218,20190817,20200101,8750,136
霍比特巨人丶,霍比特巨人丶_03,20191124,20190817,20200101,8750,136
霍比特巨人丶,霍比特巨人丶_03,20191223,20190817,20200101,8750,136
霍比特巨人丶,霍比特巨人丶_03,20191120,20190817,20200101,8750,136
霍比特巨人丶,霍比特巨人丶_03,20191123,20190817,20200101,8750,136
jd_68e19f86feac3,jd_68e19f86feac3_03,20191003,20191003,20200101,5000,89
jd_68e19f86feac3,jd_68e19f86feac3_03,20200211,20191003,20300101,5000,3742
jd_68e19f86feac3,jd_68e19f86feac3_03,20200305,20191003,20300101,5000,3742
jd_61e08080a0a8f,jd_61e08080a0a8f_03,20200103,20190528,20300101,3750,3870
jd_61e08080a0a8f,jd_61e08080a0a8f_03,20191127,20190528,20200101,3750,217
jd_61e08080a0a8f,jd_61e08080a0a8f_03,20191030,20190528,20200101,3750,217
jd_61e08080a0a8f,jd_61e08080a0a8f_03,20191201,20190528,20200101,3750,217
jd_6dae3f5f73400,jd_6dae3f5f73400_03,20200110,20190606,20300101,36500,3861
jd_6dae3f5f73400,jd_6dae3f5f73400_03,20191105,20190606,20200101,30500,208
jd_429bacdd4b89f,jd_429bacdd4b89f_03,20191031,20190615,20200101,2500,199
jd_429bacdd4b89f,jd_429bacdd4b89f_03,20191216,20190615,20200101,2500,199
jd_429bacdd4b89f,jd_429bacdd4b89f_03,20191214,20190615,20200101,2500,199
jd_429bacdd4b89f,jd_429bacdd4b89f_03,20191124,20190615,20200101,2500,199
jd_429bacdd4b89f,jd_429bacdd4b89f_03,20200221,20190615,20300101,2500,3852
hbhb1222,hbhb1222_03,20200209,20190909,20300101,10500,3766
hbhb1222,hbhb1222_03,20190909,20190909,20200101,10500,113
hbhb1222,hbhb1222_03,20191209,20190909,20200101,10500,113
wdCNHqqReqWvGg,wdCNHqqReqWvGg_03,20200224,20200224,20300101,17500,3598
wdCNHqqReqWvGg,wdCNHqqReqWvGg_03,20200225,20200224,20300101,17500,3598
wdCNHqqReqWvGg,wdCNHqqReqWvGg_03,20200322,20200224,20300101,17500,3598
jd_5e46cab660770,jd_5e46cab660770_03,20190912,20180427,20200101,7500,613
jd_5e46cab660770,jd_5e46cab660770_03,20191119,20180427,20200101,10500,613
jd_5e46cab660770,jd_5e46cab660770_03,20200310,20180427,20300101,12500,4266
jd_649cc76e646c4,jd_649cc76e646c4_03,20191128,20190519,20200101,17500,226
jd_649cc76e646c4,jd_649cc76e646c4_03,20191203,20190519,20200101,17500,226
jd_649cc76e646c4,jd_649cc76e646c4_03,20191015,20190519,20200101,17500,226
jd_649cc76e646c4,jd_649cc76e646c4_03,20200213,20190519,20300101,17500,3879
jd_649cc76e646c4,jd_649cc76e646c4_03,20191014,20190519,20200101,17500,226
jd_649cc76e646c4,jd_649cc76e646c4_03,20200216,20190519,20300101,17500,3879
jd_649cc76e646c4,jd_649cc76e646c4_03,20200305,20190519,20300101,17500,3879
jd_649cc76e646c4,jd_649cc76e646c4_03,20200325,20190519,20300101,17500,3879
jd_649cc76e646c4,jd_649cc76e646c4_03,20191201,20190519,20200101,17500,226
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191207,20180922,20200101,43500,465
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20200103,20180922,20300101,43500,4118
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191008,20180922,20200101,36250,465
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191107,20180922,20200101,36250,465
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191104,20180922,20200101,36250,465
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191004,20180922,20200101,36250,465
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20200208,20180922,20300101,43500,4118
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20200206,20180922,20300101,43500,4118
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191126,20180922,20200101,43500,465
jd_7c3a009cb5258,jd_7c3a009cb5258_03,20191112,20180922,20200101,43500,465
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20191206,20190815,20200101,13500,138
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20191217,20190815,20200101,13500,138
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20200217,20190815,20300101,13500,3791
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20200306,20190815,20300101,13500,3791
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20200216,20190815,20300101,13500,3791
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20200314,20190815,20300101,13500,3791
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20191106,20190815,20200101,13500,138
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20200331,20190815,20300101,13500,3791
jd_5bf02ee44d79a,jd_5bf02ee44d79a_03,20200107,20190815,20300101,13500,3791
jd_48ca472d675b7,jd_48ca472d675b7_03,20190609,20190226,20200101,34125,308
jd_48ca472d675b7,jd_48ca472d675b7_03,20190425,20190226,20200101,20000,308
jd_48ca472d675b7,jd_48ca472d675b7_03,20190407,20190226,20200101,13750,308
jd_48ca472d675b7,jd_48ca472d675b7_03,20190523,20190226,20200101,26250,308
jd_48ca472d675b7,jd_48ca472d675b7_03,20190703,20190226,20200101,37500,308
jd_sROVNGveGCug,jd_sROVNGveGCug_03,20191210,20191009,20200101,17500,83
jd_sROVNGveGCug,jd_sROVNGveGCug_03,20191010,20191009,20200101,17500,83
jd_4a6d338d46432,jd_4a6d338d46432_03,20200101,20170812,20300101,44000,4524
jd_4a6d338d46432,jd_4a6d338d46432_03,20200214,20170812,20300101,44000,4524
jd_4a6d338d46432,jd_4a6d338d46432_03,20190918,20170812,20200101,30500,871
jd_4a6d338d46432,jd_4a6d338d46432_03,20191129,20170812,20200101,44000,871
jd_4a6d338d46432,jd_4a6d338d46432_03,20191024,20170812,20200101,37750,871
jd_4a6d338d46432,jd_4a6d338d46432_03,20190827,20170812,20200101,30500,871
jd_4a6d338d46432,jd_4a6d338d46432_03,20190716,20170812,20200101,6250,871
jd_4a6d338d46432,jd_4a6d338d46432_03,20200312,20170812,20300101,44000,4524
jd_4a6d338d46432,jd_4a6d338d46432_03,20191225,20170812,20300101,44000,4524
jd_595a65aadba02,jd_595a65aadba02_03,20200223,20191106,20300101,17500,3708
jd_595a65aadba02,jd_595a65aadba02_03,20200306,20191106,20300101,17500,3708
jd_595a65aadba02,jd_595a65aadba02_03,20200321,20191106,20300101,17500,3708
jd_595a65aadba02,jd_595a65aadba02_03,20191221,20191106,20200101,17500,55
wdPCnnHPCRYbQF,wdPCnnHPCRYbQF_03,20191120,20181227,20200101,15875,369
wdPCnnHPCRYbQF,wdPCnnHPCRYbQF_03,20200319,20181227,20300101,15875,4022
wdPCnnHPCRYbQF,wdPCnnHPCRYbQF_03,20191220,20181227,20200101,15875,369
wdPCnnHPCRYbQF,wdPCnnHPCRYbQF_03,20200221,20181227,20300101,15875,4022
wdPCnnHPCRYbQF,wdPCnnHPCRYbQF_03,20200226,20181227,20300101,15875,4022
xianqing20,xianqing20_03,20200110,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200120,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200220,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200214,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200224,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200217,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200225,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20200206,20170516,20300101,16250,4612
xianqing20,xianqing20_03,20191231,20170516,20300101,16250,4612
jd_431e70382c271,jd_431e70382c271_03,20191021,20190928,20200101,8750,94
jd_431e70382c271,jd_431e70382c271_03,20200101,20190928,20300101,8750,3747
jd_431e70382c271,jd_431e70382c271_03,20190928,20190928,20200101,8750,94
jd_431e70382c271,jd_431e70382c271_03,20191004,20190928,20200101,8750,94
jd_431e70382c271,jd_431e70382c271_03,20191020,20190928,20200101,8750,94
jd_4b7d19a12ca1f,jd_4b7d19a12ca1f_03,20190804,20170502,20200101,17500,973
jd_4b7d19a12ca1f,jd_4b7d19a12ca1f_03,20190706,20170502,20200101,17500,973
jd_4b7d19a12ca1f,jd_4b7d19a12ca1f_03,20190716,20170502,20200101,17500,973
jd_4b7d19a12ca1f,jd_4b7d19a12ca1f_03,20190710,20170502,20200101,17500,973
wdCCGKBenMPWrQ,wdCCGKBenMPWrQ_03,20190813,20181113,20200101,5000,413
wdCCGKBenMPWrQ,wdCCGKBenMPWrQ_03,20191230,20181113,20300101,22625,4066
wdCCGKBenMPWrQ,wdCCGKBenMPWrQ_03,20200201,20181113,20300101,22625,4066
wdCCGKBenMPWrQ,wdCCGKBenMPWrQ_03,20200228,20181113,20300101,22625,4066
wdCCGKBenMPWrQ,wdCCGKBenMPWrQ_03,20191202,20181113,20200101,22625,413
wdCCGKBenMPWrQ,wdCCGKBenMPWrQ_03,20191103,20181113,20200101,22625,413
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20190901,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191227,20190826,20300101,13750,3780
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191013,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20200126,20190826,20300101,13750,3780
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191230,20190826,20300101,13750,3780
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191129,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191124,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20190904,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191007,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191027,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20190927,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191126,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20190826,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191201,20190826,20200101,13750,127
wdOREATFcAlqmu,wdOREATFcAlqmu_03,20191225,20190826,20300101,13750,3780
jd_4a2c3c293ba3d,jd_4a2c3c293ba3d_03,20200105,20191119,20300101,7500,3695
jd_4a2c3c293ba3d,jd_4a2c3c293ba3d_03,20200108,20191119,20300101,7500,3695
jd_4a2c3c293ba3d,jd_4a2c3c293ba3d_03,20200118,20191119,20300101,7500,3695
jd_4a2c3c293ba3d,jd_4a2c3c293ba3d_03,20191119,20191119,20200101,7500,42
18898613349_p,18898613349_p_03,20200107,20181110,20300101,9875,4069
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191128,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191216,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191208,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20200123,20190611,20300101,12500,3856
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20200106,20190611,20300101,12500,3856
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191210,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191107,20190611,20200101,8750,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20200212,20190611,20300101,12500,3856
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20200109,20190611,20300101,12500,3856
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191111,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191121,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191030,20190611,20200101,8750,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20200206,20190611,20300101,12500,3856
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191115,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20191221,20190611,20200101,12500,203
jd_6cfd6d6308682,jd_6cfd6d6308682_03,20200117,20190611,20300101,12500,3856
jd_70b6d82ac868a,jd_70b6d82ac868a_03,20191210,20191011,20200101,6125,81
jd_70b6d82ac868a,jd_70b6d82ac868a_03,20191107,20191011,20200101,6125,81
jd_4d944f825b84b,jd_4d944f825b84b_03,20191204,20190618,20200101,25500,196
jd_4d944f825b84b,jd_4d944f825b84b_03,20200111,20190618,20300101,27125,3849
jd_4d944f825b84b,jd_4d944f825b84b_03,20191207,20190618,20200101,25500,196
jd_4d944f825b84b,jd_4d944f825b84b_03,20200224,20190618,20300101,27125,3849
jd_7198faeeeb4b9,jd_7198faeeeb4b9_03,20190923,20181213,20200101,13750,383
jd_7198faeeeb4b9,jd_7198faeeeb4b9_03,20191019,20181213,20200101,13750,383
jd_7198faeeeb4b9,jd_7198faeeeb4b9_03,20200122,20181213,20300101,13750,4036
jd_7198faeeeb4b9,jd_7198faeeeb4b9_03,20191125,20181213,20200101,13750,383
jd_6540f041e566d,jd_6540f041e566d_03,20191223,20190601,20200101,13000,213
jd_6540f041e566d,jd_6540f041e566d_03,20191028,20190601,20200101,10000,213
jd_6540f041e566d,jd_6540f041e566d_03,20191110,20190601,20200101,10000,213
jd_6540f041e566d,jd_6540f041e566d_03,20191222,20190601,20200101,13000,213
jd_6540f041e566d,jd_6540f041e566d_03,20191105,20190601,20200101,10000,213
jd_6540f041e566d,jd_6540f041e566d_03,20191106,20190601,20200101,10000,213
w18868799279,w18868799279_03,20191021,20180204,20200101,20000,695
w18868799279,w18868799279_03,20190517,20180204,20200101,20000,695
w18868799279,w18868799279_03,20200125,20180204,20300101,20000,4348
w18868799279,w18868799279_03,20190426,20180204,20200101,20000,695
w18868799279,w18868799279_03,20190918,20180204,20200101,20000,695
w18868799279,w18868799279_03,20190720,20180204,20200101,20000,695
w18868799279,w18868799279_03,20191125,20180204,20200101,20000,695
13752940340_p,13752940340_p_03,20200220,20170315,20300101,56250,4674
13752940340_p,13752940340_p_03,20200225,20170315,20300101,56250,4674
jd_7a87e7ff30835,jd_7a87e7ff30835_03,20200330,20191130,20300101,2500,3684
jd_7a87e7ff30835,jd_7a87e7ff30835_03,20200323,20191130,20300101,2500,3684
jd_7a87e7ff30835,jd_7a87e7ff30835_03,20200328,20191130,20300101,2500,3684
jd_71864d005a29e,jd_71864d005a29e_03,20190823,20181202,20200101,8750,394
jd_71864d005a29e,jd_71864d005a29e_03,20200229,20181202,20300101,11375,4047
jd_71864d005a29e,jd_71864d005a29e_03,20190824,20181202,20200101,8750,394
jd_71864d005a29e,jd_71864d005a29e_03,20190822,20181202,20200101,8750,394
jd_71864d005a29e,jd_71864d005a29e_03,20190817,20181202,20200101,8750,394
jd_71864d005a29e,jd_71864d005a29e_03,20190826,20181202,20200101,8750,394
jd_7201614887437,jd_7201614887437_03,20191128,20191111,20200101,8750,50
jd_7201614887437,jd_7201614887437_03,20200209,20191111,20300101,8750,3703
jd_7201614887437,jd_7201614887437_03,20191125,20191111,20200101,8750,50
jd_47a62b656b434,jd_47a62b656b434_03,20200110,20190812,20300101,12250,3794
jd_47a62b656b434,jd_47a62b656b434_03,20191208,20190812,20200101,12250,141
jd_47a62b656b434,jd_47a62b656b434_03,20200209,20190812,20300101,12250,3794
jd_47a62b656b434,jd_47a62b656b434_03,20200107,20190812,20300101,12250,3794
13602217955h,13602217955h_03,20200120,20170620,20300101,37500,4577
13602217955h,13602217955h_03,20190716,20170620,20200101,25000,924
13602217955h,13602217955h_03,20190713,20170620,20200101,25000,924
13602217955h,13602217955h_03,20190816,20170620,20200101,25000,924
oszsb,oszsb_03,20190330,20180111,20200101,47500,719
oszsb,oszsb_03,20190714,20180111,20200101,47500,719
oszsb,oszsb_03,20190724,20180111,20200101,47500,719
jd_64fedd8027749,jd_64fedd8027749_03,20191203,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20191011,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20200108,20170610,20300101,40000,4587
jd_64fedd8027749,jd_64fedd8027749_03,20190725,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20190810,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20200104,20170610,20300101,40000,4587
jd_64fedd8027749,jd_64fedd8027749_03,20200124,20170610,20300101,40000,4587
jd_64fedd8027749,jd_64fedd8027749_03,20190929,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20191006,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20190628,20170610,20200101,40000,934
jd_64fedd8027749,jd_64fedd8027749_03,20200102,20170610,20300101,40000,4587
jd_64fedd8027749,jd_64fedd8027749_03,20190630,20170610,20200101,40000,934
jd_77e067cd6735f,jd_77e067cd6735f_03,20191121,20190320,20200101,6250,286
jd_77e067cd6735f,jd_77e067cd6735f_03,20191106,20190320,20200101,6250,286
430922118-946656,430922118-946656_03,20190417,20170902,20200101,23750,850
430922118-946656,430922118-946656_03,20190913,20170902,20200101,23750,850
430922118-946656,430922118-946656_03,20190716,20170902,20200101,23750,850
GOGO18223237300,GOGO18223237300_03,20190602,20181206,20200101,6250,390
GOGO18223237300,GOGO18223237300_03,20190712,20181206,20200101,6250,390
GOGO18223237300,GOGO18223237300_03,20191125,20181206,20200101,41250,390
jd_4eed071fe3e87,jd_4eed071fe3e87_03,20191118,20191024,20200101,6250,68
jd_4eed071fe3e87,jd_4eed071fe3e87_03,20191029,20191024,20200101,6250,68
jd_4eed071fe3e87,jd_4eed071fe3e87_03,20191109,20191024,20200101,6250,68
jd_4eed071fe3e87,jd_4eed071fe3e87_03,20191024,20191024,20200101,6250,68
jd_4eed071fe3e87,jd_4eed071fe3e87_03,20191103,20191024,20200101,6250,68
jd_4eed071fe3e87,jd_4eed071fe3e87_03,20191116,20191024,20200101,6250,68
jd_58bdd22322e27,jd_58bdd22322e27_03,20200101,20191101,20300101,12500,3713
jd_58bdd22322e27,jd_58bdd22322e27_03,20191120,20191101,20200101,12500,60
jd_58bdd22322e27,jd_58bdd22322e27_03,20191101,20191101,20200101,12500,60
jd_58bdd22322e27,jd_58bdd22322e27_03,20191231,20191101,20300101,12500,3713
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20191218,20180812,20200101,29250,506
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20200103,20180812,20300101,29250,4159
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20191210,20180812,20200101,29250,506
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20191119,20180812,20200101,29250,506
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20191007,20180812,20200101,22500,506
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20200304,20180812,20300101,29250,4159
jd_7238e0bc01c95,jd_7238e0bc01c95_03,20191122,20180812,20200101,29250,506
牧马人的草原白,牧马人的草原白_03,20191031,20191015,20200101,17500,77
牧马人的草原白,牧马人的草原白_03,20200227,20191015,20300101,17500,3730
牧马人的草原白,牧马人的草原白_03,20200222,20191015,20300101,17500,3730
牧马人的草原白,牧马人的草原白_03,20200127,20191015,20300101,17500,3730
jd_4bd77f0e90c83,jd_4bd77f0e90c83_03,20191027,20190312,20200101,11250,294
wdAMWnaNYOmvBk,wdAMWnaNYOmvBk_03,20191116,20191016,20200101,6875,76
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191102,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191112,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20200129,20191026,20300101,17500,3719
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191104,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191114,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191101,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191111,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191031,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191029,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191211,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20200102,20191026,20300101,17500,3719
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191028,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191113,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191115,20191026,20200101,17500,66
wdzzshVGqdiMIG,wdzzshVGqdiMIG_03,20191026,20191026,20200101,17500,66
1159959854_m,1159959854_m_03,20191104,20191104,20200101,8750,57
jd_77df320d5d545,jd_77df320d5d545_03,20191128,20191005,20200101,13750,87
jd_77df320d5d545,jd_77df320d5d545_03,20191011,20191005,20200101,13750,87
jd_77df320d5d545,jd_77df320d5d545_03,20191005,20191005,20200101,13750,87
jd_77df320d5d545,jd_77df320d5d545_03,20200117,20191005,20300101,13750,3740
jd_77df320d5d545,jd_77df320d5d545_03,20200210,20191005,20300101,13750,3740
jd_77df320d5d545,jd_77df320d5d545_03,20200112,20191005,20300101,13750,3740
jd_77df320d5d545,jd_77df320d5d545_03,20191013,20191005,20200101,13750,87
jd_77df320d5d545,jd_77df320d5d545_03,20200104,20191005,20300101,13750,3740
没够灵活,没够灵活_03,20200229,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20191209,20170720,20200101,41250,894
没够灵活,没够灵活_03,20200108,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20191210,20170720,20200101,41250,894
没够灵活,没够灵活_03,20190809,20170720,20200101,41250,894
没够灵活,没够灵活_03,20200223,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20200315,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20200308,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20190411,20170720,20200101,41250,894
没够灵活,没够灵活_03,20191204,20170720,20200101,41250,894
没够灵活,没够灵活_03,20200307,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20191207,20170720,20200101,41250,894
没够灵活,没够灵活_03,20190822,20170720,20200101,41250,894
没够灵活,没够灵活_03,20191027,20170720,20200101,41250,894
没够灵活,没够灵活_03,20200326,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20200310,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20200215,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20200106,20170720,20300101,41250,4547
没够灵活,没够灵活_03,20191125,20170720,20200101,41250,894
没够灵活,没够灵活_03,20191126,20170720,20200101,41250,894
默然800,默然800_03,20191230,20190522,20300101,7500,3876
默然800,默然800_03,20200226,20190522,20300101,7500,3876
sundayet00gm,sundayet00gm_03,20190907,20180611,20200101,37500,568
sundayet00gm,sundayet00gm_03,20200208,20180611,20300101,37500,4221
lls0420,lls0420_03,20190808,20170803,20200101,41250,880
lls0420,lls0420_03,20190630,20170803,20200101,41250,880
lls0420,lls0420_03,20191223,20170803,20200101,41250,880
lls0420,lls0420_03,20200110,20170803,20300101,41250,4533
lls0420,lls0420_03,20190823,20170803,20200101,41250,880
lls0420,lls0420_03,20191001,20170803,20200101,41250,880
lls0420,lls0420_03,20190912,20170803,20200101,41250,880
lls0420,lls0420_03,20191025,20170803,20200101,41250,880
lls0420,lls0420_03,20191012,20170803,20200101,41250,880
lls0420,lls0420_03,20190930,20170803,20200101,41250,880
lls0420,lls0420_03,20190806,20170803,20200101,41250,880
lls0420,lls0420_03,20200210,20170803,20300101,41250,4533
lls0420,lls0420_03,20200123,20170803,20300101,41250,4533
lls0420,lls0420_03,20200115,20170803,20300101,41250,4533
lls0420,lls0420_03,20200125,20170803,20300101,41250,4533
lls0420,lls0420_03,20190906,20170803,20200101,41250,880
lls0420,lls0420_03,20191008,20170803,20200101,41250,880
lls0420,lls0420_03,20190804,20170803,20200101,41250,880
lls0420,lls0420_03,20190901,20170803,20200101,41250,880
lls0420,lls0420_03,20191204,20170803,20200101,41250,880
lls0420,lls0420_03,20191004,20170803,20200101,41250,880
lls0420,lls0420_03,20191014,20170803,20200101,41250,880
lls0420,lls0420_03,20191024,20170803,20200101,41250,880
lls0420,lls0420_03,20191006,20170803,20200101,41250,880
lls0420,lls0420_03,20190904,20170803,20200101,41250,880
lls0420,lls0420_03,20200211,20170803,20300101,41250,4533
lls0420,lls0420_03,20191130,20170803,20200101,41250,880
lls0420,lls0420_03,20200102,20170803,20300101,41250,4533
lls0420,lls0420_03,20200112,20170803,20300101,41250,4533
lls0420,lls0420_03,20190925,20170803,20200101,41250,880
lls0420,lls0420_03,20190715,20170803,20200101,41250,880
lls0420,lls0420_03,20190812,20170803,20200101,41250,880
lls0420,lls0420_03,20200119,20170803,20300101,41250,4533
lls0420,lls0420_03,20191114,20170803,20200101,41250,880
lls0420,lls0420_03,20200212,20170803,20300101,41250,4533
lls0420,lls0420_03,20200330,20170803,20300101,41250,4533
lls0420,lls0420_03,20190704,20170803,20200101,41250,880
lls0420,lls0420_03,20190724,20170803,20200101,41250,880
lls0420,lls0420_03,20190708,20170803,20200101,41250,880
lls0420,lls0420_03,20190712,20170803,20200101,41250,880
lls0420,lls0420_03,20191023,20170803,20200101,41250,880
lls0420,lls0420_03,20200204,20170803,20300101,41250,4533
lls0420,lls0420_03,20190830,20170803,20200101,41250,880
lls0420,lls0420_03,20190908,20170803,20200101,41250,880
lls0420,lls0420_03,20200104,20170803,20300101,41250,4533
lls0420,lls0420_03,20190701,20170803,20200101,41250,880
lls0420,lls0420_03,20190731,20170803,20200101,41250,880
jd_7bc905c70c403,jd_7bc905c70c403_03,20190620,20181217,20200101,33750,379
jd_7bc905c70c403,jd_7bc905c70c403_03,20190920,20181217,20200101,33750,379
jd_7bc905c70c403,jd_7bc905c70c403_03,20190819,20181217,20200101,33750,379
jd_7bc905c70c403,jd_7bc905c70c403_03,20190530,20181217,20200101,27000,379
7832021-55148518,7832021-55148518_03,20191221,20180503,20200101,26250,607
7832021-55148518,7832021-55148518_03,20200123,20180503,20300101,26250,4260
7832021-55148518,7832021-55148518_03,20200118,20180503,20300101,26250,4260
7832021-55148518,7832021-55148518_03,20191129,20180503,20200101,26250,607
7832021-55148518,7832021-55148518_03,20191228,20180503,20300101,26250,4260
7832021-55148518,7832021-55148518_03,20190802,20180503,20200101,26250,607
7832021-55148518,7832021-55148518_03,20200104,20180503,20300101,26250,4260
7832021-55148518,7832021-55148518_03,20191123,20180503,20200101,26250,607
7832021-55148518,7832021-55148518_03,20191115,20180503,20200101,26250,607
jd_5483ef1794a34,jd_5483ef1794a34_03,20191122,20190429,20200101,20875,246
jd_5483ef1794a34,jd_5483ef1794a34_03,20191018,20190429,20200101,20875,246
jd_5483ef1794a34,jd_5483ef1794a34_03,20191028,20190429,20200101,20875,246
jd_5483ef1794a34,jd_5483ef1794a34_03,20191024,20190429,20200101,20875,246
jd_5483ef1794a34,jd_5483ef1794a34_03,20200116,20190429,20300101,20875,3899
jd_5483ef1794a34,jd_5483ef1794a34_03,20191123,20190429,20200101,20875,246
jd_5483ef1794a34,jd_5483ef1794a34_03,20191105,20190429,20200101,20875,246
